SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:40:36,2022-08-19,gsw light adap,Shane,,rhov,006,001,0.014428,2.916368,0.014357,0.371305,1.392149,1.381692,3.931922,2.539774,13.698393,13.802065,38.981934,0.441786,PSF-00338_20220819124036,0.000000,0.000000,0.000000,87.506531,96.701141,0.095083,0.5,0.80,72.785675,47.12,46.77,23.77,28.61,100.87,156.0,152.4,2.3,1914,3.838,12:37:28,2022-08-19,7.25,0.003,0.004,-9999.000,-0.113,0.028,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,96.701141,25,0.914763,96.761230,97.617088,-0.855858,2.493064,2.488442,1.650399,0.825129,0.286429,0.057002,0.135525,1.835883,87.506531,0.000369,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124036,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,12:40:59,2022-08-19,gsw light adap,Shane,,rhov,009,001,0.214087,2.911919,0.199425,4.484726,1.511519,1.384934,3.720868,2.209349,13.731149,14.986198,36.891144,0.441786,PSF-00338_20220819124059,0.000000,0.000000,0.000000,67.179680,98.243477,0.316192,0.5,0.80,218.222122,50.79,46.54,23.89,27.66,100.86,155.5,153.0,1.6,1725,3.837,12:37:28,2022-08-19,7.25,0.003,0.004,0.012,0.720,1.023,1.686,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,94.262123,25,-3.942305,93.374847,94.296066,-0.921219,2.492707,2.493625,1.645772,0.826228,0.285046,0.044505,0.138117,1.665735,67.179680,0.000367,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124059,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,12:41:17,2022-08-19,gsw light adap,Shane,,rhov,009,002,0.155909,2.913737,0.147990,2.566984,1.461542,1.389153,3.170868,1.709326,13.772943,14.490652,31.437996,0.441786,PSF-00338_20220819124117,0.000000,0.000000,0.000000,79.757454,152.070251,0.475522,0.5,0.80,187.241943,48.82,46.40,23.99,24.95,100.86,155.7,152.2,2.3,984,3.837,12:37:28,2022-08-19,7.25,0.004,0.004,0.026,0.216,0.567,1.531,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,145.219086,25,-7.202949,142.806885,144.857971,-2.051086,2.492480,2.490798,1.647657,0.824732,0.283895,0.012290,0.140270,0.996361,79.757454,0.000369,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124117,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
12,12:41:29,2022-08-19,gsw light adap,Shane,,rhov,009,003,0.105960,2.917276,0.102247,2.109105,1.422475,1.363142,3.452661,2.030186,13.515421,14.103704,34.232803,0.441786,PSF-00338_20220819124129,0.000000,0.000000,0.000000,72.838425,104.644615,0.303945,0.5,0.80,205.200119,47.37,45.40,24.04,26.39,100.86,156.2,129.9,16.8,1688,3.837,12:37:28,2022-08-19,7.25,0.003,0.004,0.019,-0.910,-2.116,-3.234,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,101.772308,25,-3.210494,100.437637,101.429962,-0.992325,2.491061,2.488729,1.651350,0.786225,0.283349,0.028075,0.141505,1.631782,72.838425,0.000361,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124129,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
13,12:42:27,2022-08-19,gsw light adap,Shane,,rhov,013,001,0.009677,2.918185,0.009645,0.208250,1.368402,1.362545,3.493634,2.125232,13.509098,13.567175,34.638016,0.441786,PSF-00338_20220819124227,0.000000,0.000000,0.000000,30.222416,31.278849,0.033775,0.5,0.80,19.648090,44.78,44.59,24.34,26.59,100.86,156.3,137.4,12.1,1454,3.835,12:37:28,2022-08-19,7.25,0.000,0.002,-9999.000,-0.276,0.037,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,31.278849,25,0.362423,31.184792,31.641741,-0.456949,2.489842,2.484927,1.652303,0.798815,0.280063,0.027076,0.148300,1.420890,30.222416,0.000363,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124227,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
14,12:43:47,2022-08-19,gsw light adap,Shane,,rhov,017,001,0.035306,2.915432,0.034883,0.782877,1.411962,1.389902,3.619234,2.207272,13.779518,13.998222,35.881161,0.441786,PSF-00338_20220819124347,0.000000,0.000000,0.000000,52.966835,56.200863,0.057544,0.5,0.80,39.192799,44.96,44.26,24.79,27.19,100.87,155.9,153.8,1.3,1703,3.833,12:37:28,2022-08-19,7.25,0.003,0.003,-9999.000,-0.288,-0.700,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,56.200863,25,0.513103,56.128265,56.714630,-0.586365,2.489254,2.485078,1.649423,0.827739,0.275014,0.028840,0.157364,1.645262,52.966835,0.000371,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124347,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
15,12:44:09,2022-08-19,gsw light adap,Shane,,rhov,017,002,0.053760,2.916195,0.052787,0.950498,1.405600,1.378832,3.180498,1.774898,13.670310,13.935699,31.532776,0.441786,PSF-00338_20220819124409,0.000000,0.000000,0.000000,99.102257,198.290283,0.500216,0.5,0.80,213.880707,44.46,43.61,24.90,25.00,100.86,156.0,155.1,0.6,1069,3.833,12:37:28,2022-08-19,7.25,0.000,0.003,0.014,1.046,0.929,2.462,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,195.963257,25,-2.148997,195.080276,196.138504,-1.058228,2.488305,2.484319,1.650219,0.829903,0.273766,0.002629,0.159754,1.072730,99.102257,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124409,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
16,12:44:21,2022-08-19,gsw light adap,Shane,,rhov,017,003,0.056343,2.915001,0.055274,1.117104,1.416319,1.384831,3.406212,1.989893,13.728732,14.040898,33.768002,0.441786,PSF-00338_20220819124421,0.000000,0.000000,0.000000,137.199646,175.421494,0.217886,0.5,0.80,131.199066,44.65,43.66,24.96,26.16,100.87,155.9,154.9,0.6,1505,3.833,12:37:28,2022-08-19,7.25,0.001,-0.000,-9999.000,0.539,0.973,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,175.008774,25,-0.050149,174.400803,175.371277,-0.970474,2.488363,2.484591,1.648973,0.829663,0.273186,0.015115,0.160911,1.466973,137.199646,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124421,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
17,12:44:35,2022-08-19,gsw light adap,Shane,,rhov,018,001,0.001166,2.916882,0.001166,0.033820,1.382475,1.381523,4.227489,2.845014,13.695731,13.705171,41.909233,0.441786,PSF-00338_20220819124435,0.000000,0.000000,0.000000,48.382759,50.354362,0.039155,0.5,0.80,30.638657,43.43,43.40,25.02,29.86,100.87,156.1,153.8,1.5,1956,3.833,12:37:28,2022-08-19,7.25,0.000,0.001,-9999.000,-0.180,-0.176,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,50.354362,25,0.987666,50.747395,51.343307,-0.595913,2.487982,2.482807,1.650937,0.827647,0.272539,0.057687,0.162420,1.874292,48.382759,0.000370,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124435,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
18,12:44:53,2022-08-19,gsw light adap,Shane,,rhov,019,001,0.004319,2.919145,0.004313,0.137743,1.402053,1.398183,4.529162,3.127109,13.860925,13.899297,44.899979,0.441786,PSF-00338_20220819124453,0.000000,0.000000,0.000000,62.336327,67.594887,0.077795,0.5,0.80,59.898277,43.84,43.72,25.10,31.07,100.87,156.4,153.9,1.6,1925,3.774,12:37:28,2022-08-19,7.25,0.001,0.001,-9999.000,0.038,-0.055,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,67.594887,25,1.433903,68.145630,69.030647,-0.885017,2.488410,2.483381,1.653312,0.827901,0.271684,0.071281,0.164387,1.845932,62.336327,0.000366,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124453,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
19,12:45:09,2022-08-19,gsw light adap,Shane,,rhov,019,002,0.002856,2.915090,0.002853,0.093070,1.403763,1.401140,4.596278,3.192515,13.891068,13.917077,45.568050,0.441786,PSF-00338_20220819124509,0.000000,0.000000,0.000000,49.214245,51.963688,0.052911,0.5,0.80,41.581772,43.70,43.62,25.17,31.33,100.87,155.9,154.6,0.8,1965,3.833,12:37:28,2022-08-19,7.25,0.001,0.001,-9999.000,0.047,-0.210,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,51.963688,25,0.887367,52.180767,52.852203,-0.671436,2.488240,2.483153,1.649065,0.829039,0.270863,0.073544,0.166057,1.881921,49.214245,0.000369,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124509,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
20,12:45:20,2022-08-19,gsw light adap,Shane,,rhov,019,003,0.006151,2.914638,0.006138,0.209563,1.395630,1.389721,4.734542,3.338912,13.778438,13.837028,46.940788,0.441786,PSF-00338_20220819124520,0.000000,0.000000,0.000000,54.401993,57.815552,0.059042,0.5,0.80,46.649467,43.32,43.13,25.22,31.85,100.86,155.8,154.5,0.8,1975,3.832,12:37:28,2022-08-19,7.25,0.001,0.002,-9999.000,0.176,-0.165,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,57.815552,25,1.416722,57.922482,59.234108,-1.311626,2.487543,2.482586,1.648595,0.828973,0.270324,0.079344,0.167094,1.891451,54.401993,0.000366,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124520,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
21,12:45:30,2022-08-19,gsw light adap,Shane,,rhov,020,001,0.009399,2.916103,0.009369,0.221980,1.377830,1.371575,3.707738,2.329909,13.596749,13.658750,36.755680,0.441786,PSF-00338_20220819124530,0.000000,0.000000,0.000000,59.713840,65.196632,0.084096,0.5,0.80,46.139175,42.64,42.45,25.27,27.60,100.88,156.0,154.6,0.9,1372,3.831,12:37:28,2022-08-19,7.25,0.001,0.001,-9999.000,-0.113,-0.279,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,65.196632,25,1.244450,65.431236,66.442696,-1.011459,2.486558,2.481591,1.650123,0.829136,0.269802,0.028163,0.168117,1.346153,59.713840,0.000376,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124530,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
22,12:45:47,2022-08-19,gsw light adap,Shane,,rhov,020,002,0.003530,2.914547,0.003525,0.094350,1.390553,1.387891,4.017768,2.627215,13.759175,13.785557,39.831051,0.441786,PSF-00338_20220819124547,0.000000,0.000000,0.000000,25.946976,66.340683,0.608883,0.5,0.80,375.951752,42.86,42.77,25.34,28.98,100.87,155.8,154.8,0.7,1544,3.831,12:37:28,2022-08-19,7.25,-0.001,-0.002,-0.005,-2.954,-3.942,-10.358,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,66.340683,25,73.698349,66.549179,140.134521,-73.585342,2.487003,2.481888,1.648500,0.829440,0.269052,0.043512,0.169809,1.501524,25.946976,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124547,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
23,12:45:59,2022-08-19,gsw light adap,Shane,,rhov,021,001,0.014532,2.915524,0.014460,0.438253,1.385560,1.373208,4.355804,2.970244,13.613303,13.735757,43.181290,0.441786,PSF-00338_20220819124559,0.000000,0.000000,0.000000,78.848717,95.612526,0.175331,0.5,0.80,131.000870,42.57,42.19,25.39,30.39,100.87,155.9,153.6,1.5,1868,3.831,12:37:28,2022-08-19,7.25,0.001,0.002,-9999.000,0.512,0.438,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,95.612526,25,0.562788,96.019150,96.176041,-0.156891,2.486167,2.481464,1.649518,0.827357,0.268508,0.059630,0.171053,1.794479,78.848717,0.000370,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124559,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
24,12:46:13,2022-08-19,gsw light adap,Shane,,rhov,021,002,0.022572,2.913613,0.022399,0.624537,1.383482,1.365852,4.119473,2.735991,13.539812,13.714582,40.836700,0.441786,PSF-00338_20220819124613,0.000000,0.000000,0.000000,71.282745,91.202377,0.218411,0.5,0.80,146.735474,42.36,41.82,25.45,29.42,100.88,155.7,153.0,1.7,1680,3.831,12:37:28,2022-08-19,7.25,-0.000,-0.000,-9999.000,-0.609,-1.124,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,90.330360,25,-0.744812,90.317131,90.456596,-0.139465,2.485625,2.481144,1.647529,0.826261,0.267888,0.047381,0.172515,1.624348,71.282745,0.000364,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124613,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
25,12:46:25,2022-08-19,gsw light adap,Shane,,rhov,021,003,0.022429,2.915627,0.022258,0.644858,1.382441,1.364265,4.223772,2.841331,13.524249,13.704423,41.871136,0.441786,PSF-00338_20220819124625,0.000000,0.000000,0.000000,62.511208,75.564896,0.172748,0.5,0.80,13.457431,42.23,41.67,25.49,29.85,100.88,156.0,154.5,0.9,195,3.773,12:37:28,2022-08-19,7.25,0.001,0.002,-9999.000,0.480,1.432,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,75.211647,25,-0.242389,75.349335,75.322189,0.027145,2.485398,2.480935,1.649625,0.828924,0.267443,0.052063,0.173649,0.283035,62.511208,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220819124625,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
