SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
26,12:42:46,2022-08-16,gsw light adap,Shane,,rhov,017,001,0.048206,2.914857,0.047422,1.652142,1.431393,1.384782,4.839602,3.408209,13.715843,14.177510,47.934772,0.441786,PSF-00338_20220816124246,0.000000,0.000000,0.000000,86.591721,102.687241,0.156743,0.5,0.80,115.876015,29.46,28.50,32.31,32.24,100.96,155.9,153.4,1.6,1848,3.983,12:41:06,2022-08-16,6.78,0.001,0.002,0.006,-0.965,-2.087,-7.431,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,101.045609,25,-1.749659,100.005272,100.935318,-0.930046,2.464689,2.461101,1.648823,0.826973,0.204256,0.000614,0.119331,1.776658,86.591721,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124246,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
27,12:43:03,2022-08-16,gsw light adap,Shane,,rhov,017,002,0.054074,2.917055,0.053090,1.772375,1.442962,1.393053,4.710721,3.267759,13.798100,14.292452,46.659397,0.441786,PSF-00338_20220816124303,0.000000,0.000000,0.000000,136.451843,168.749573,0.191394,0.5,0.80,149.204468,29.73,28.70,32.29,31.76,100.96,156.1,153.3,1.8,1949,3.982,12:41:06,2022-08-16,6.78,0.001,0.002,-9999.000,0.007,0.245,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,168.749573,25,3.488174,170.658585,172.242264,-1.583679,2.464988,2.461517,1.651119,0.826678,0.204393,-0.004897,0.121059,1.867652,136.451843,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124303,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
28,12:43:16,2022-08-16,gsw light adap,Shane,,rhov,017,003,0.056387,2.916591,0.055317,1.948237,1.429181,1.374290,4.874031,3.444850,13.611848,14.155525,48.275532,0.441786,PSF-00338_20220816124316,0.000000,0.000000,0.000000,178.039307,205.496902,0.133616,0.5,0.80,102.580124,29.48,28.35,32.27,32.36,100.96,156.1,129.5,17.0,1919,3.982,12:41:06,2022-08-16,6.78,0.001,0.003,-9999.000,-1.408,-3.038,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,205.496902,25,3.062832,206.107025,208.563705,-2.456680,2.464473,2.461143,1.650633,0.785440,0.204584,0.002617,0.122380,1.840914,178.039307,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124316,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
29,12:43:33,2022-08-16,gsw light adap,Shane,,rhov,018,001,0.013437,2.917759,0.013375,0.480784,1.358200,1.344658,4.875166,3.516966,13.319115,13.453255,48.289536,0.441786,PSF-00338_20220816124333,0.000000,0.000000,0.000000,75.690506,91.014145,0.168365,0.5,0.80,133.666733,28.07,27.79,32.23,32.37,100.96,156.2,148.8,4.8,1985,3.982,12:41:06,2022-08-16,6.78,0.001,0.002,-9999.000,-0.377,-0.777,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,91.014145,25,0.546072,91.444016,91.560921,-0.116905,2.463645,2.458947,1.651857,0.818699,0.204855,0.003072,0.124130,1.900044,75.690506,0.000381,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124333,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
30,12:43:48,2022-08-16,gsw light adap,Shane,,rhov,019,001,0.006959,2.915128,0.006943,0.254201,1.363091,1.355916,4.944147,3.581056,13.430030,13.501097,48.970619,0.441786,PSF-00338_20220816124348,0.000000,0.000000,0.000000,77.056290,91.452446,0.157417,0.5,0.80,121.289246,28.23,28.08,32.20,32.62,100.96,155.9,153.3,1.6,1926,3.981,12:41:06,2022-08-16,6.78,0.001,0.002,-9999.000,-0.645,-0.813,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,90.971588,25,-0.562788,90.828896,90.888931,-0.060036,2.464088,2.459205,1.649105,0.826854,0.205154,0.006522,0.125766,1.847173,77.056290,0.000385,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124348,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
31,12:44:03,2022-08-16,gsw light adap,Shane,,rhov,019,002,0.011603,2.916305,0.011557,0.493966,1.350510,1.336579,5.518955,4.168446,13.238628,13.376615,54.664501,0.441786,PSF-00338_20220816124403,0.000000,0.000000,0.000000,78.196404,90.273140,0.133780,0.5,0.80,107.718018,28.03,27.74,32.16,34.58,100.96,156.0,151.7,2.8,2013,3.981,12:41:06,2022-08-16,6.78,0.001,0.001,-9999.000,-0.160,-0.062,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,90.273140,25,0.755028,90.810303,91.029144,-0.218842,2.463585,2.458897,1.650334,0.823904,0.205461,0.030992,0.127217,1.925518,78.196404,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124403,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
32,12:44:14,2022-08-16,gsw light adap,Shane,,rhov,019,003,0.005301,2.917318,0.005292,0.242353,1.385502,1.378675,5.843685,4.458183,13.655585,13.723207,57.880901,0.441786,PSF-00338_20220816124414,0.000000,0.000000,0.000000,79.355835,89.903351,0.117321,0.5,0.80,93.315239,28.81,28.66,32.13,35.62,100.96,156.2,153.0,2.0,1988,3.980,12:41:06,2022-08-16,6.78,-0.000,-0.002,-9999.000,-0.192,-0.050,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,89.903351,25,1.147865,90.323212,91.052704,-0.729492,2.464969,2.460114,1.651394,0.826283,0.205700,0.044195,0.128386,1.903382,79.355835,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124414,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
33,12:44:30,2022-08-16,gsw light adap,Shane,,rhov,020,001,0.032949,2.917222,0.032581,1.222497,1.396354,1.361917,5.063365,3.667011,13.489705,13.830800,50.152321,0.441786,PSF-00338_20220816124430,0.000000,0.000000,0.000000,79.256775,94.728722,0.163329,0.5,0.80,110.218346,29.09,28.37,32.10,33.04,100.96,156.1,152.4,2.4,1687,3.980,12:41:06,2022-08-16,6.78,0.001,0.004,-9999.000,-0.976,-2.415,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,94.277863,25,-0.314827,94.141960,94.413490,-0.271530,2.464535,2.460557,1.651294,0.825075,0.205968,0.012861,0.130059,1.631107,79.256775,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124430,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
34,12:44:48,2022-08-16,gsw light adap,Shane,,rhov,020,002,0.011912,2.915364,0.011864,0.496486,1.380519,1.366511,5.462152,4.081634,13.535810,13.674561,54.104691,0.441786,PSF-00338_20220816124448,0.000000,0.000000,0.000000,73.661682,82.895279,0.111389,0.5,0.80,86.834358,28.82,28.53,32.06,34.40,100.96,155.9,153.7,1.5,1949,3.979,12:41:06,2022-08-16,6.78,0.001,0.002,-9999.000,-0.104,-0.326,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,82.895279,25,1.194300,83.264351,84.091125,-0.826775,2.464778,2.460146,1.649351,0.827409,0.206276,0.029912,0.131948,1.867644,73.661682,0.000378,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124448,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
35,12:45:18,2022-08-16,gsw light adap,Shane,,rhov,021,001,0.050273,2.915409,0.049421,2.071514,1.427020,1.368601,5.513486,4.086465,13.555534,14.134163,54.609241,0.441786,PSF-00338_20220816124518,0.000000,0.000000,0.000000,70.398331,92.256607,0.236929,0.5,0.80,184.534439,29.90,28.68,31.99,34.56,100.96,155.9,151.7,2.7,1947,3.979,12:41:06,2022-08-16,6.78,0.002,0.004,-9999.000,-0.516,-0.720,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,88.566544,25,-4.069536,86.941483,88.181801,-1.240318,2.465021,2.461844,1.649398,0.823870,0.206828,0.032811,0.135165,1.866058,70.398331,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124518,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
36,12:45:35,2022-08-16,gsw light adap,Shane,,rhov,021,002,0.030696,2.916264,0.030376,1.239863,1.402853,1.367901,5.385450,3.982597,13.548100,13.894279,53.339111,0.441786,PSF-00338_20220816124535,0.000000,0.000000,0.000000,87.672829,117.751602,0.255443,0.5,0.80,176.508423,29.45,28.72,31.96,34.14,100.97,156.0,150.6,3.5,1727,3.978,12:41:06,2022-08-16,6.78,0.001,0.003,0.005,-1.054,-2.785,-10.153,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,116.066696,25,-1.493340,115.917923,116.256325,-0.338402,2.465081,2.461146,1.650291,0.821879,0.207083,0.027983,0.136833,1.667617,87.672829,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124535,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
37,12:45:47,2022-08-16,gsw light adap,Shane,,rhov,021,003,0.102253,2.916734,0.098790,3.865798,1.471063,1.362201,5.289667,3.818604,13.491950,14.570169,52.391617,0.441786,PSF-00338_20220816124547,0.000000,0.000000,0.000000,85.815666,127.599297,0.327460,0.5,0.80,258.227356,30.93,28.64,31.93,33.82,100.96,156.1,143.8,7.9,1971,3.978,12:41:06,2022-08-16,6.78,0.002,0.003,-9999.000,0.115,0.989,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,120.437981,25,-8.118641,117.201088,119.470139,-2.269051,2.464971,2.463430,1.650782,0.809952,0.207295,0.024347,0.138069,1.888005,85.815666,0.000376,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124547,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
38,12:46:03,2022-08-16,gsw light adap,Shane,,rhov,023,001,0.065006,2.915331,0.063588,2.092384,1.400478,1.341452,4.623472,3.222994,13.287061,13.871711,45.795425,0.441786,PSF-00338_20220816124603,0.000000,0.000000,0.000000,87.246895,116.986244,0.254212,0.5,0.80,173.604538,29.50,28.25,31.90,31.43,100.96,155.9,153.6,1.5,1707,3.977,12:41:06,2022-08-16,6.78,-0.001,-0.001,0.006,-1.774,-3.946,-10.588,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,115.319611,25,-1.894535,114.610794,115.089256,-0.478462,2.464404,2.461230,1.649316,0.827376,0.207560,-0.004132,0.139676,1.649372,87.246895,0.000375,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124603,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
39,12:46:43,2022-08-16,gsw light adap,Shane,,rhov,024,001,0.016743,2.915961,0.016648,0.662044,1.362429,1.343755,5.246065,3.883636,13.309476,13.494442,51.960659,0.441786,PSF-00338_20220816124643,0.000000,0.000000,0.000000,84.340813,92.726112,0.090431,0.5,0.80,70.182236,28.83,28.44,31.82,33.67,100.96,156.0,153.1,1.9,1940,3.977,12:41:06,2022-08-16,6.78,0.000,0.000,-0.002,-1.730,-3.863,-10.114,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,92.726112,25,0.357547,92.677834,93.084122,-0.406288,2.464694,2.460208,1.649974,0.826351,0.208242,0.023930,0.143869,1.859798,84.340813,0.000378,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124643,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
40,12:47:04,2022-08-16,gsw light adap,Shane,,rhov,024,002,0.034811,2.913877,0.034400,1.356586,1.361070,1.322740,5.213033,3.851963,13.101141,13.480779,51.632717,0.441786,PSF-00338_20220816124704,0.000000,0.000000,0.000000,103.163483,120.493950,0.143829,0.5,0.80,10.243682,28.88,28.06,31.77,33.56,100.96,155.7,153.9,1.2,178,3.977,12:41:06,2022-08-16,6.78,0.000,-0.000,-0.002,-1.868,-4.216,-10.695,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,119.633675,25,-0.764315,119.188072,119.728645,-0.540573,2.464143,2.460285,1.647803,0.827781,0.208607,0.023085,0.145921,0.267948,103.163483,0.000376,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124704,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
41,12:47:16,2022-08-16,gsw light adap,Shane,,rhov,024,003,0.022128,2.916607,0.021961,0.778255,1.341271,1.319326,4.809978,3.468707,13.068103,13.285473,47.643475,0.441786,PSF-00338_20220816124716,0.000000,0.000000,0.000000,77.289459,93.877068,0.176695,0.5,0.80,116.391174,28.50,28.03,31.75,32.13,100.96,156.1,153.4,1.7,1647,3.977,12:41:06,2022-08-16,6.78,0.000,0.001,-9999.000,-0.319,-1.283,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,93.525055,25,-0.217314,93.462822,93.659470,-0.196648,2.464096,2.459692,1.650649,0.826922,0.208804,0.006038,0.147058,1.594721,77.289459,0.000378,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124716,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
42,12:47:30,2022-08-16,gsw light adap,Shane,,rhov,025,001,0.019368,2.915800,0.019240,0.555430,1.335520,1.319846,4.170648,2.835129,13.072505,13.227746,41.308475,0.441786,PSF-00338_20220816124730,0.000000,0.000000,0.000000,84.456680,139.068253,0.392696,0.5,0.80,151.759140,28.43,28.09,31.71,29.63,100.96,156.0,154.0,1.3,966,3.976,12:41:06,2022-08-16,6.78,-0.000,0.002,-9999.000,0.035,-0.416,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,139.068253,25,0.612938,139.610764,139.681992,-0.071228,2.464200,2.459591,1.649806,0.827962,0.209080,-0.023180,0.148394,0.979861,84.456680,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124730,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
43,12:48:11,2022-08-16,gsw light adap,Shane,,rhov,026,001,0.312041,2.917116,0.281888,8.425038,1.596793,1.359924,4.522825,2.926032,13.469928,15.816098,44.798191,0.441786,PSF-00338_20220816124811,0.000000,0.000000,0.000000,97.054123,138.351425,0.298496,0.5,0.80,208.391037,34.09,29.03,31.66,31.04,100.96,156.1,151.7,2.8,1745,3.959,12:41:06,2022-08-16,6.78,0.001,0.000,0.008,-1.657,-2.520,-2.008,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,134.973770,25,-3.651624,133.957031,134.695068,-0.738037,2.465612,2.468274,1.651183,0.823944,0.209507,-0.005891,0.152659,1.683758,97.054123,0.000380,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124811,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
44,12:48:56,2022-08-16,gsw light adap,Shane,,rhov,027,001,0.070581,2.916279,0.068913,2.540692,1.405486,1.333876,5.009123,3.603637,13.212968,13.922318,49.618858,0.441786,PSF-00338_20220816124856,0.000000,0.000000,0.000000,93.185661,157.530670,0.408460,0.5,0.80,262.184418,30.05,28.52,31.63,32.85,100.95,156.0,153.1,1.9,1605,3.975,12:41:06,2022-08-16,6.78,0.001,0.003,-9999.000,0.871,2.818,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,145.140045,25,-13.757669,139.647598,143.755173,-4.107574,2.464857,2.462137,1.650306,0.826400,0.209741,0.016085,0.157133,1.556718,93.185661,0.000380,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124856,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
45,12:49:10,2022-08-16,gsw light adap,Shane,,rhov,027,002,0.031859,2.916973,0.031515,0.980969,1.383313,1.355671,4.435317,3.052004,13.428037,13.701831,43.932186,0.441786,PSF-00338_20220816124910,0.000000,0.000000,0.000000,72.126747,136.277420,0.470736,0.5,0.80,22.524330,29.59,29.00,31.63,30.70,100.96,156.1,153.4,1.8,120,3.974,12:41:06,2022-08-16,6.78,0.001,0.001,-9999.000,0.556,1.089,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,135.377533,25,-0.481063,137.134552,135.795731,1.338821,2.465567,2.461418,1.651032,0.826874,0.209788,-0.009540,0.158438,0.215164,72.126747,0.000386,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124910,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
46,12:49:38,2022-08-16,gsw light adap,Shane,,rhov,027,003,0.052135,2.917644,0.051219,1.712998,1.408772,1.360544,4.683195,3.274422,13.477038,13.954771,46.389969,0.441786,PSF-00338_20220816124938,0.000000,0.000000,0.000000,92.301964,213.124359,0.566910,0.5,0.80,387.842926,30.18,29.15,31.60,31.66,100.95,156.2,135.2,13.5,1710,3.973,12:41:06,2022-08-16,6.78,-0.001,-0.001,-9999.000,0.283,0.721,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,202.682373,25,-9.513538,202.366943,203.598495,-1.231552,2.465802,2.462346,1.651736,0.795092,0.210034,0.002174,0.161119,1.652134,92.301964,0.000381,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816124938,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
47,12:50:04,2022-08-16,gsw light adap,Shane,,rhov,028,001,0.079911,2.917911,0.077781,2.908036,1.456428,1.374611,5.108068,3.651640,13.616449,14.426903,50.598854,0.441786,PSF-00338_20220816125004,0.000000,0.000000,0.000000,89.419487,148.341934,0.397207,0.5,0.80,263.164276,31.25,29.50,31.57,33.20,100.95,156.2,153.4,1.8,1656,3.973,12:41:06,2022-08-16,6.78,-0.000,0.001,-9999.000,1.314,2.048,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,141.824478,25,-6.162812,141.221527,142.171143,-0.949615,2.466318,2.463990,1.652015,0.826985,0.210244,0.021045,0.163685,1.603358,89.419487,0.000382,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816125004,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
48,12:50:19,2022-08-16,gsw light adap,Shane,,rhov,028,002,0.095793,2.913771,0.092744,3.359307,1.455951,1.361134,4.995556,3.539605,13.483651,14.422926,49.486923,0.441786,PSF-00338_20220816125019,0.000000,0.000000,0.000000,74.720619,124.406235,0.399382,0.5,0.80,265.762268,31.26,29.23,31.56,32.80,100.95,155.7,150.3,3.5,1664,3.973,12:41:06,2022-08-16,6.78,-0.000,0.002,-9999.000,0.927,1.371,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,117.246864,25,-6.921555,116.504791,117.475708,-0.970917,2.465922,2.464011,1.647693,0.821511,0.210348,0.016382,0.165014,1.609900,74.720619,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816125019,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
49,12:50:29,2022-08-16,gsw light adap,Shane,,rhov,028,003,0.109057,2.917452,0.105127,3.319710,1.442504,1.349063,4.535808,3.093304,13.364104,14.289753,44.932678,0.441786,PSF-00338_20220816125029,0.000000,0.000000,0.000000,90.034958,157.829208,0.429542,0.5,0.80,254.944046,30.99,28.98,31.55,31.09,100.95,156.2,153.8,1.5,1484,3.972,12:41:06,2022-08-16,6.78,0.002,0.002,-9999.000,-3.040,-4.574,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,148.528214,25,-9.803291,145.881775,148.013214,-2.131439,2.465560,2.463594,1.651535,0.827593,0.210422,-0.003970,0.165958,1.447505,90.034958,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816125029,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
50,12:50:47,2022-08-16,gsw light adap,Shane,,rhov,029,001,0.349381,2.916600,0.312005,9.522829,1.599506,1.331702,4.586186,2.986681,13.191930,15.844809,45.431061,0.441786,PSF-00338_20220816125047,0.000000,0.000000,0.000000,84.888695,120.345619,0.294626,0.5,0.80,221.962799,34.42,28.66,31.52,31.29,100.95,156.1,153.2,1.9,1883,3.971,12:41:06,2022-08-16,6.78,0.003,0.004,0.013,-0.587,-1.131,-2.137,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,117.704987,25,-2.652349,117.157104,117.689835,-0.532730,2.465081,2.468798,1.650642,0.826503,0.210667,-0.001309,0.167766,1.808498,84.888695,0.000378,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816125047,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
51,12:51:06,2022-08-16,gsw light adap,Shane,,rhov,030,001,0.054811,2.916074,0.053800,1.501340,1.396730,1.354405,4.136633,2.739903,13.416622,13.835894,40.977154,0.441786,PSF-00338_20220816125106,0.000000,0.000000,0.000000,69.563271,98.142784,0.291203,0.5,0.80,211.366653,30.10,29.19,31.49,29.49,100.95,156.0,147.6,5.4,1815,3.972,12:41:06,2022-08-16,6.78,0.000,0.002,0.007,-2.359,-4.117,-12.862,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,95.632195,25,-2.485184,94.808220,95.654381,-0.846161,2.465880,2.462236,1.650092,0.816712,0.210886,-0.022233,0.169515,1.746317,69.563271,0.000378,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816125106,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
52,12:52:01,2022-08-16,gsw light adap,Shane,,rhov,034,001,0.087856,2.916391,0.085287,3.047271,1.414975,1.329100,4.909075,3.494100,13.165305,14.015934,48.626492,0.441786,PSF-00338_20220816125201,0.000000,0.000000,0.000000,77.878830,108.309868,0.280963,0.5,0.80,184.557724,30.56,28.70,31.46,32.49,100.95,156.0,153.3,1.8,1642,3.914,12:51:25,2022-08-16,6.77,0.001,0.003,0.012,-0.889,-0.916,1.852,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,104.782822,25,-3.633979,103.576897,104.671181,-1.094284,2.465162,2.462968,1.650423,0.826744,0.211184,0.013839,0.175148,1.590574,77.878830,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816125201,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
53,12:52:16,2022-08-16,gsw light adap,Shane,,rhov,034,002,0.039552,2.916797,0.039022,1.082585,1.360776,1.330261,4.085927,2.725151,13.177006,13.479271,40.473457,0.441786,PSF-00338_20220816125216,0.000000,0.000000,0.000000,84.641579,199.137924,0.574960,0.5,0.80,158.690125,29.41,28.75,31.45,29.27,100.95,156.1,150.0,3.9,690,3.970,12:51:25,2022-08-16,6.77,0.001,0.000,-9999.000,0.799,0.100,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,199.137924,25,14.203442,203.835007,213.359772,-9.524765,2.465228,2.461186,1.650849,0.820902,0.211275,-0.024168,0.176576,0.730418,84.641579,0.000387,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220816125216,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
