SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:51:08,2022-08-17,gsw light adap,Shane,,rhov,004,003,0.172578,2.917725,0.162940,5.094486,1.615497,1.471955,4.682472,3.066975,14.538973,15.956781,46.250290,0.441786,PSF-00338_20220817125108,0.000000,0.000000,0.000000,79.015015,116.077583,0.319291,0.5,0.80,256.267944,35.10,31.98,31.35,31.65,101.24,156.2,152.9,2.1,2007,3.896,12:47:32,2022-08-17,6.98,0.002,0.004,0.016,-1.129,-0.926,-0.046,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,111.911415,25,-4.241344,110.728745,111.830742,-1.101997,2.470023,2.469548,1.651820,0.826079,0.212049,0.005040,0.081757,1.919706,79.015015,0.000380,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125108,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,12:51:29,2022-08-17,gsw light adap,Shane,,rhov,006,001,0.128489,2.916529,0.123067,4.397006,1.588598,1.464564,5.086392,3.497794,14.466692,15.691873,50.242420,0.441786,PSF-00338_20220817125129,0.000000,0.000000,0.000000,86.671829,118.664413,0.269606,0.5,0.80,211.789719,34.57,31.87,31.32,33.12,101.24,156.1,151.1,3.2,1964,3.896,12:47:32,2022-08-17,6.98,0.001,0.003,0.010,0.151,1.219,3.932,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,112.998604,25,-5.427286,111.791611,113.230095,-1.438484,2.469880,2.468775,1.650568,0.822788,0.212317,0.023111,0.083969,1.881177,86.671829,0.000386,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125129,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,12:51:50,2022-08-17,gsw light adap,Shane,,rhov,006,002,0.170920,2.914749,0.161453,4.991665,1.592617,1.451634,4.626083,3.033467,14.340628,15.733393,45.700886,0.441786,PSF-00338_20220817125150,0.000000,0.000000,0.000000,113.005760,179.058411,0.368889,0.5,0.80,230.569901,34.70,31.63,31.30,31.44,101.23,155.8,153.6,1.4,1563,3.895,12:47:32,2022-08-17,6.98,0.001,0.004,0.014,-0.435,-1.476,-8.846,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,174.058197,25,-4.899788,173.399811,174.152267,-0.752457,2.469521,2.468966,1.648710,0.827364,0.212474,0.003097,0.086129,1.518674,113.005760,0.000387,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125150,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
12,12:52:26,2022-08-17,gsw light adap,Shane,,rhov,005,001,0.589717,2.914849,0.490485,11.874812,1.744991,1.410168,4.124452,2.379461,13.932059,17.240015,40.748409,0.441786,PSF-00338_20220817125226,0.000000,0.000000,0.000000,84.365486,143.117615,0.410516,0.5,0.80,285.451263,38.19,30.86,31.22,29.44,101.22,155.9,152.8,2.0,1738,3.894,12:47:32,2022-08-17,6.98,0.003,0.005,0.015,-0.070,0.657,2.522,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,133.370880,25,-9.929593,131.066315,133.175156,-2.108841,2.468413,2.474148,1.648814,0.825853,0.213136,-0.019623,0.089941,1.677455,84.365486,0.000386,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125226,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
13,12:52:51,2022-08-17,gsw light adap,Shane,,rhov,009,001,0.244633,2.916772,0.225703,6.060590,1.570287,1.399360,4.210578,2.640291,13.825247,15.513951,41.599205,0.441786,PSF-00338_20220817125251,0.000000,0.000000,0.000000,72.348473,106.303146,0.319414,0.5,0.80,174.762222,34.51,30.76,31.15,29.80,101.22,156.1,152.3,2.4,1368,3.894,12:47:32,2022-08-17,6.98,0.001,0.003,0.011,-0.332,-0.495,-1.547,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,101.656433,25,-4.688975,100.392220,101.608093,-1.215874,2.468274,2.468719,1.650822,0.824981,0.213767,-0.014534,0.092420,1.342737,72.348473,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125251,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
14,12:53:09,2022-08-17,gsw light adap,Shane,,rhov,009,002,0.201022,2.917773,0.188065,5.636377,1.577852,1.419040,4.519755,2.941904,14.020849,15.589993,44.657532,0.441786,PSF-00338_20220817125309,0.000000,0.000000,0.000000,67.887787,90.257225,0.247841,0.5,0.80,14.434667,34.79,31.29,31.09,31.03,101.21,156.2,153.3,1.9,146,3.894,12:47:32,2022-08-17,6.98,0.001,0.004,0.015,-0.084,-0.210,0.468,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,86.765884,25,-3.663697,85.544586,86.588783,-1.044197,2.469068,2.469144,1.651871,0.826710,0.214234,0.000728,0.094181,0.238634,67.887787,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125309,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
15,12:53:22,2022-08-17,gsw light adap,Shane,,rhov,009,003,0.095377,2.915983,0.092356,2.816462,1.473105,1.393556,4.468830,2.995725,13.769632,14.555654,44.156212,0.441786,PSF-00338_20220817125322,0.000000,0.000000,0.000000,67.517998,84.019569,0.196402,0.5,0.80,28.969046,32.56,30.80,31.05,30.83,101.21,156.0,153.8,1.4,369,3.893,12:47:32,2022-08-17,6.98,0.002,0.002,0.014,-0.758,-1.518,-4.642,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,82.146408,25,-1.858316,81.511978,82.158844,-0.646866,2.468362,2.465789,1.649998,0.827582,0.214601,-0.001113,0.095347,0.440211,67.517998,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125322,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
16,12:53:59,2022-08-17,gsw light adap,Shane,,rhov,010,001,0.004102,2.915501,0.004096,0.144017,1.421442,1.417370,4.869398,3.447956,14.005014,14.045243,48.114437,0.441786,PSF-00338_20220817125359,0.000000,0.000000,0.000000,72.244766,80.418350,0.101638,0.5,0.80,67.932678,31.54,31.45,30.98,32.35,101.20,155.9,153.9,1.3,1671,3.892,12:47:32,2022-08-17,6.98,0.001,0.001,-9999.000,0.247,0.285,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,80.418350,25,0.884116,80.543159,81.303612,-0.760452,2.469331,2.464244,1.649495,0.827877,0.215178,0.017787,0.099163,1.616547,72.244766,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125359,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
17,12:54:17,2022-08-17,gsw light adap,Shane,,rhov,010,002,0.037484,2.916797,0.037008,1.202611,1.417026,1.383060,4.608014,3.190988,13.665318,14.000918,45.529453,0.441786,PSF-00338_20220817125417,0.000000,0.000000,0.000000,58.245064,77.988449,0.253158,0.5,0.80,168.414948,31.51,30.76,30.94,31.37,101.21,156.1,138.5,11.3,1663,3.891,12:47:32,2022-08-17,6.98,0.002,0.003,-9999.000,0.151,0.502,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,74.033974,25,-4.370433,72.236542,73.612350,-1.375809,2.468320,2.464210,1.650849,0.800785,0.215512,0.006570,0.100906,1.609501,58.245064,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125417,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
18,12:54:39,2022-08-17,gsw light adap,Shane,,rhov,013,001,0.007219,2.917020,0.007201,0.226018,1.372316,1.365931,4.457392,3.085075,13.496041,13.559131,44.041130,0.441786,PSF-00338_20220817125439,0.000000,0.000000,0.000000,54.544685,57.548759,0.052200,0.5,0.80,40.182663,30.64,30.50,30.87,30.79,101.21,156.1,153.7,1.6,1924,3.891,12:47:32,2022-08-17,6.98,-0.000,0.003,-9999.000,0.017,-0.086,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,57.548759,25,1.515164,57.867409,59.065887,-1.198479,2.467947,2.462874,1.651082,0.827410,0.216092,0.000443,0.103176,1.845543,54.544685,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125439,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
19,12:55:02,2022-08-17,gsw light adap,Shane,,rhov,013,002,0.017072,2.917177,0.016972,0.601808,1.386409,1.369411,4.864441,3.478033,13.529887,13.697829,48.061073,0.441786,PSF-00338_20220817125502,0.000000,0.000000,0.000000,101.295593,114.646385,0.116452,0.5,0.80,84.617432,31.10,30.72,30.79,32.33,101.21,156.1,154.1,1.3,1817,3.889,12:47:32,2022-08-17,6.98,0.000,0.002,-9999.000,-1.250,-2.756,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,113.925934,25,-0.560002,113.418106,114.085655,-0.667549,2.468292,2.463600,1.651246,0.828169,0.216797,0.019836,0.105410,1.748104,101.295593,0.000372,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125502,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
20,12:58:27,2022-08-17,gsw light adap,Shane,,rhov,017,001,0.047422,2.918132,0.046664,1.760109,1.372286,1.322609,5.068031,3.695745,13.069094,13.559972,50.078739,0.441786,PSF-00338_20220817125827,0.000000,0.000000,0.000000,72.644592,83.683304,0.131911,0.5,0.80,7.353417,31.29,30.16,30.51,33.06,101.20,156.3,153.4,1.8,139,3.886,12:47:32,2022-08-17,6.98,0.001,0.003,-9999.000,-0.588,-2.030,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,83.360909,25,-0.399338,82.872032,83.283447,-0.411415,2.467516,2.463939,1.652248,0.827016,0.219234,0.032046,0.127369,0.232997,72.644592,0.000371,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125827,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
21,12:58:53,2022-08-17,gsw light adap,Shane,,rhov,017,002,0.051715,2.916591,0.050814,1.834732,1.381457,1.329615,4.921667,3.540210,13.138428,13.650692,48.632832,0.441786,PSF-00338_20220817125853,0.000000,0.000000,0.000000,88.933823,106.633751,0.165988,0.5,0.80,131.022797,31.53,30.35,30.49,32.54,101.20,156.1,154.0,1.3,1973,3.885,12:58:46,2022-08-17,6.83,0.001,0.003,-9999.000,0.078,0.566,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,105.808495,25,-0.703021,105.433342,105.929817,-0.496475,2.467803,2.464542,1.650633,0.828030,0.219391,0.025934,0.130133,1.889751,88.933823,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125853,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
22,12:59:10,2022-08-17,gsw light adap,Shane,,rhov,017,003,0.065989,2.915800,0.064528,2.006666,1.391837,1.335110,4.448008,3.056171,13.193141,13.753700,43.953838,0.441786,PSF-00338_20220817125910,0.000000,0.000000,0.000000,134.472015,154.091827,0.127325,0.5,0.80,6.245173,31.80,30.50,30.47,30.75,101.20,156.0,154.2,1.2,123,3.885,12:58:46,2022-08-17,6.83,0.001,0.003,0.013,-0.520,-1.334,-3.012,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,154.091827,25,1.692080,154.376144,155.786102,-1.409958,2.468036,2.464955,1.649806,0.828298,0.219536,0.004760,0.131914,0.217874,134.472015,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125910,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
23,12:59:22,2022-08-17,gsw light adap,Shane,,rhov,018,001,0.020712,2.917927,0.020566,0.771355,1.367484,1.345709,5.042826,3.675341,13.297623,13.512792,49.830666,0.441786,PSF-00338_20220817125922,0.000000,0.000000,0.000000,75.847153,101.573402,0.253277,0.5,0.80,194.927307,31.28,30.78,30.45,32.97,101.20,156.2,153.7,1.6,1924,3.884,12:58:46,2022-08-17,6.83,-0.001,0.001,-9999.000,0.869,2.096,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,96.890327,25,-4.755841,95.437645,96.811401,-1.373756,2.468456,2.464165,1.652032,0.827520,0.219726,0.031641,0.133164,1.845191,75.847153,0.000368,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125922,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
24,12:59:37,2022-08-17,gsw light adap,Shane,,rhov,019,001,0.004039,2.914600,0.004033,0.198036,1.386314,1.380710,6.169997,4.783683,13.643213,13.698590,60.967602,0.441786,PSF-00338_20220817125937,0.000000,0.000000,0.000000,70.498108,81.065659,0.130358,0.5,0.80,12.694904,31.74,31.61,30.43,36.60,101.20,155.8,153.9,1.2,243,3.884,12:58:46,2022-08-17,6.83,-0.000,-0.000,-9999.000,0.100,0.328,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,81.065659,25,0.951911,81.510185,82.018806,-0.508621,2.469686,2.464877,1.648555,0.827827,0.219872,0.077155,0.134713,0.327035,70.498108,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125937,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
25,12:59:51,2022-08-17,gsw light adap,Shane,,rhov,019,002,0.009568,2.918647,0.009537,0.435016,1.392874,1.380603,5.843944,4.451070,13.642090,13.763337,57.745483,0.441786,PSF-00338_20220817125951,0.000000,0.000000,0.000000,69.177750,78.790428,0.122003,0.5,0.80,15.810724,31.91,31.63,30.42,35.62,101.20,156.3,153.3,1.9,324,3.827,12:58:46,2022-08-17,6.83,0.002,0.003,-9999.000,-0.095,-0.011,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,78.790428,25,0.768958,79.167366,79.560387,-0.393021,2.469706,2.465131,1.652788,0.826779,0.219942,0.064729,0.136295,0.399772,69.177750,0.000372,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220817125951,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
