SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,11:26:06,2022-08-09,gsw light adap,Shane,,rhov,003,003,0.073709,2.915807,0.071891,2.376060,0.181285,0.113197,3.470667,3.289383,1.116876,1.788673,34.243866,0.441786,PSF-00338_20220809112606,0.000000,0.000000,0.000000,96.674683,135.022751,0.284012,0.5,0.80,200.313904,6.74,4.21,22.21,26.48,101.35,156.0,147.8,5.2,1763,3.798,11:23:08,2022-08-09,8.53,-0.001,-0.000,-9999.000,-0.732,-1.584,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,130.825638,25,-4.959225,128.892654,130.057098,-1.164444,2.497033,2.499230,1.649814,0.817064,0.304906,0.049685,0.081126,1.699936,96.674683,0.000370,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112606,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,11:26:27,2022-08-09,gsw light adap,Shane,,rhov,004,001,0.059014,2.916746,0.057843,2.048975,0.170134,0.111456,3.691891,3.521756,1.099701,1.678656,36.426601,0.441786,PSF-00338_20220809112627,0.000000,0.000000,0.000000,104.643341,134.639694,0.222790,0.5,0.80,172.476303,6.25,4.10,22.41,27.53,101.35,156.1,152.4,2.4,1935,3.797,11:23:08,2022-08-09,8.53,0.000,0.001,-9999.000,-0.815,-1.660,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,124.920486,25,-9.727139,119.791748,124.899956,-5.108208,2.496780,2.498066,1.650795,0.825178,0.302444,0.059664,0.083840,1.855458,104.643341,0.000367,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112627,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,11:26:42,2022-08-09,gsw light adap,Shane,,rhov,004,002,0.074736,2.915877,0.072869,2.485450,0.179111,0.107896,3.571881,3.392770,1.064639,1.767342,35.244770,0.441786,PSF-00338_20220809112642,0.000000,0.000000,0.000000,84.595802,117.838310,0.282103,0.5,0.80,168.285782,6.52,3.93,22.56,26.97,101.35,156.0,153.6,1.5,1491,3.797,11:23:08,2022-08-09,8.53,-0.000,-0.001,-9999.000,-0.385,-0.398,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,112.942818,25,-5.450503,110.760208,112.380745,-1.620537,2.496428,2.498692,1.649886,0.827277,0.300691,0.051450,0.085652,1.454314,84.595802,0.000365,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112642,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
12,11:27:06,2022-08-09,gsw light adap,Shane,,rhov,004,003,0.051666,2.915844,0.050767,1.883773,0.164421,0.110432,3.850808,3.686387,1.089563,1.622247,37.993652,0.441786,PSF-00338_20220809112706,0.000000,0.000000,0.000000,102.199318,124.478394,0.178979,0.5,0.80,136.420441,5.91,3.97,22.79,28.25,101.35,156.0,151.5,2.9,1906,3.795,11:23:08,2022-08-09,8.53,-0.001,-0.000,-9999.000,0.465,2.227,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,122.868416,25,-1.784949,122.017982,122.691132,-0.673149,2.496484,2.497216,1.649853,0.823566,0.297897,0.063894,0.088780,1.828464,102.199318,0.000369,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112706,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
13,11:27:25,2022-08-09,gsw light adap,Shane,,rhov,005,001,0.199751,2.915782,0.186944,5.895438,0.270083,0.101322,3.407676,3.137593,0.999906,2.665327,33.628822,0.441786,PSF-00338_20220809112725,0.000000,0.000000,0.000000,80.409050,116.543449,0.310051,0.5,0.80,241.237991,9.60,3.60,22.97,26.17,101.33,156.0,154.4,1.0,1945,3.752,11:23:08,2022-08-09,8.53,0.000,0.003,0.015,0.118,0.316,1.045,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,114.112617,25,-2.215863,114.326477,114.324715,0.001762,2.495714,2.505544,1.649787,0.828714,0.295780,0.037601,0.091075,1.864251,80.409050,0.000373,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112725,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
14,11:27:42,2022-08-09,gsw light adap,Shane,,rhov,005,002,0.149153,2.917119,0.141898,4.670960,0.236372,0.102768,3.510108,3.273736,1.014243,2.332810,34.642071,0.441786,PSF-00338_20220809112742,0.000000,0.000000,0.000000,80.073593,116.492577,0.312629,0.5,0.80,222.928513,8.31,3.61,23.14,26.67,101.32,156.1,140.0,10.4,1783,3.794,11:23:08,2022-08-09,8.53,0.000,0.003,0.014,0.048,-0.537,-0.048,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,114.457726,25,-1.824883,114.607933,114.665329,-0.057396,2.495731,2.502722,1.651185,0.803296,0.293808,0.041508,0.093222,1.717495,80.073593,0.000367,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112742,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
15,11:27:55,2022-08-09,gsw light adap,Shane,,rhov,005,003,0.135357,2.916660,0.129354,4.159098,0.222149,0.103122,3.421570,3.199421,1.017697,2.192360,33.767021,0.441786,PSF-00338_20220809112755,0.000000,0.000000,0.000000,80.585358,115.269821,0.300898,0.5,0.80,22.755579,7.75,3.60,23.26,26.24,101.33,156.1,129.9,16.8,189,3.794,11:23:08,2022-08-09,8.53,-0.002,-0.003,0.013,-0.004,-0.329,-0.579,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,111.878159,25,-3.355371,110.938667,111.910103,-0.971436,2.495690,2.501459,1.650705,0.786153,0.292330,0.035101,0.094819,0.277894,80.585358,0.000358,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112755,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
16,11:28:21,2022-08-09,gsw light adap,Shane,,rhov,006,001,0.108538,2.917651,0.104645,3.267120,0.182955,0.089480,3.292688,3.109732,0.882947,1.805325,32.490849,0.441786,PSF-00338_20220809112821,0.000000,0.000000,0.000000,106.603859,150.193954,0.290225,0.5,0.80,212.540192,6.30,3.08,23.49,25.59,101.34,156.2,155.2,0.6,1831,3.792,11:23:08,2022-08-09,8.53,0.001,0.004,0.012,-1.524,-3.988,-10.639,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,146.151779,25,-4.193981,144.991272,145.994537,-1.003265,2.494592,2.498090,1.651743,0.830191,0.289669,0.025120,0.097965,1.760973,106.603859,0.000370,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112821,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
17,11:28:45,2022-08-09,gsw light adap,Shane,,rhov,006,002,0.134999,2.916524,0.129027,4.317863,0.212822,0.089202,3.541632,3.328809,0.880144,2.099891,34.944824,0.441786,PSF-00338_20220809112845,0.000000,0.000000,0.000000,95.975159,127.668381,0.248246,0.5,0.80,192.643311,7.24,3.03,23.70,26.82,101.35,156.1,153.6,1.6,1940,3.792,11:23:08,2022-08-09,8.53,0.000,0.002,-9999.000,-0.106,0.338,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,123.812195,25,-4.018458,122.660637,123.644714,-0.984077,2.494476,2.500246,1.650563,0.827327,0.287253,0.036910,0.100899,1.859637,95.975159,0.000376,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112845,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
18,11:29:03,2022-08-09,gsw light adap,Shane,,rhov,006,003,0.121474,2.916706,0.116617,3.729893,0.192452,0.085660,3.376920,3.184467,0.845194,1.898908,33.319710,0.441786,PSF-00338_20220809112903,0.000000,0.000000,0.000000,102.771881,170.162933,0.396038,0.5,0.80,239.432251,6.48,2.88,23.86,26.01,101.35,156.1,150.1,3.8,1511,3.791,11:23:08,2022-08-09,8.53,0.001,0.001,0.008,-1.783,-4.258,-10.089,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,161.398895,25,-9.351946,158.498520,160.798874,-2.300354,2.494152,2.498484,1.650753,0.821028,0.285391,0.025801,0.103040,1.472444,102.771881,0.000374,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809112903,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
19,11:31:23,2022-08-09,gsw light adap,Shane,,rhov,007,001,0.079611,2.915817,0.077495,2.693292,0.160407,0.083200,3.617775,3.457368,0.820768,1.582410,35.689255,0.441786,PSF-00338_20220809113123,0.000000,0.000000,0.000000,88.815094,136.503403,0.349356,0.5,0.80,241.542526,5.03,2.61,25.05,27.18,101.37,156.0,147.8,5.2,1728,3.788,11:23:08,2022-08-09,8.53,0.000,0.001,-9999.000,-1.213,-2.255,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,132.645599,25,-4.212555,131.596680,132.285385,-0.688705,2.493482,2.494917,1.649824,0.816987,0.272136,0.025766,0.120029,1.668527,88.815094,0.000369,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809113123,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
20,11:31:33,2022-08-09,gsw light adap,Shane,,rhov,007,002,0.083278,2.914386,0.080965,2.930161,0.172581,0.088503,3.769705,3.597124,0.873113,1.702572,37.189415,0.441786,PSF-00338_20220809113133,0.000000,0.000000,0.000000,79.757095,127.393456,0.373931,0.5,0.80,258.773376,5.38,2.76,25.14,27.89,101.36,155.8,147.8,5.1,1730,3.787,11:23:08,2022-08-09,8.53,-0.000,0.001,-9999.000,0.079,-0.010,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,122.785446,25,-4.458659,122.118118,122.929016,-0.810898,2.493798,2.495776,1.648333,0.817060,0.271242,0.032982,0.121024,1.669976,79.757095,0.000376,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809113133,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
21,11:31:40,2022-08-09,gsw light adap,Shane,,rhov,007,003,0.098883,2.918305,0.095642,3.565592,0.151445,0.049433,3.855486,3.704041,0.487702,1.494140,38.037834,0.441786,PSF-00338_20220809113140,0.000000,0.000000,0.000000,76.922897,124.327248,0.381287,0.5,0.80,263.064484,4.71,1.54,25.20,28.27,101.36,156.3,147.4,5.7,1725,3.788,11:23:08,2022-08-09,8.53,0.001,0.001,-9999.000,0.118,0.482,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,119.699120,25,-4.408509,119.222046,119.913025,-0.690979,2.491180,2.494109,1.652429,0.816251,0.270525,0.036732,0.121764,1.665241,76.922897,0.000368,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809113140,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
22,11:32:36,2022-08-09,gsw light adap,Shane,,rhov,008,001,0.099136,2.915043,0.095876,3.657157,0.126087,0.021167,3.915088,3.789001,0.208847,1.244043,38.628334,0.441786,PSF-00338_20220809113236,0.000000,0.000000,0.000000,96.702934,111.218330,0.130513,0.5,0.80,105.256081,3.80,0.64,25.71,28.54,101.35,155.9,129.3,17.0,2016,3.786,11:23:08,2022-08-09,8.53,0.000,-0.001,-9999.000,-0.314,-1.039,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,111.218330,25,1.659576,111.796257,112.880058,-1.083801,2.489179,2.491786,1.649016,0.785207,0.265149,0.034062,0.128230,1.928440,96.702934,0.000372,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809113236,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
23,11:32:47,2022-08-09,gsw light adap,Shane,,rhov,008,002,0.093408,2.916931,0.090510,3.493601,0.151422,0.051364,3.983887,3.832465,0.506762,1.493948,39.305595,0.441786,PSF-00338_20220809113247,0.000000,0.000000,0.000000,90.404037,106.812714,0.153621,0.5,0.80,122.786034,4.54,1.54,25.81,28.84,101.36,156.1,128.3,17.8,1998,3.786,11:23:08,2022-08-09,8.53,-0.001,-0.002,-9999.000,0.123,-0.271,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,106.812714,25,1.854601,107.699989,108.669716,-0.969727,2.491144,2.493641,1.650988,0.783417,0.264067,0.036410,0.129320,1.912173,90.404037,0.000372,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809113247,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
24,11:32:55,2022-08-09,gsw light adap,Shane,,rhov,008,003,0.099617,2.917717,0.096328,3.763550,0.156331,0.048613,4.034523,3.878192,0.479615,1.542370,39.804787,0.441786,PSF-00338_20220809113255,0.000000,0.000000,0.000000,88.032242,103.300095,0.147801,0.5,0.80,117.127625,4.66,1.45,25.89,29.05,101.36,156.2,129.3,17.2,1981,3.786,11:23:08,2022-08-09,8.53,0.001,-0.002,-9999.000,-0.594,-0.845,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,103.300095,25,1.586209,103.910568,104.888359,-0.977791,2.490944,2.493946,1.651812,0.785108,0.263227,0.038059,0.130110,1.896793,88.032242,0.000373,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809113255,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
25,11:33:45,2022-08-09,gsw light adap,Shane,,rhov,009,001,0.103323,2.913512,0.099784,3.453004,0.083681,-0.015546,3.528601,3.444920,-0.153380,0.825612,34.813675,0.441786,PSF-00338_20220809113345,0.000000,0.000000,0.000000,66.393974,132.685867,0.499615,0.5,0.80,314.247467,2.43,-0.45,26.37,26.76,101.36,155.7,153.6,1.4,1572,3.785,11:33:37,2022-08-09,7.84,0.000,0.003,0.011,0.598,-0.141,-0.739,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,127.055527,25,-5.431001,126.489761,127.247826,-0.758064,2.486686,2.489928,1.647424,0.827275,0.258260,0.005917,0.135723,1.527572,66.393974,0.000382,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220809113345,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
