SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,13:11:24,2022-08-08,gsw light adap,Shane,,rhov,001,003,0.024345,2.917402,0.024144,1.065876,-0.301943,-0.332575,4.086035,4.387979,-3.283487,-2.981065,40.341160,0.441786,PSF-00338_20220808131124,0.000000,0.000000,0.000000,96.192238,277.238495,0.653034,0.5,0.80,182.367340,-6.56,-7.22,31.36,29.27,101.29,156.2,153.1,2.0,698,3.871,13:10:52,2022-08-08,5.29,0.001,0.003,-9999.000,0.509,0.542,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,261.449219,25,-15.401457,258.698700,261.817078,-3.118378,2.468589,2.467529,1.651482,0.826331,0.211964,-0.023179,0.242856,0.737779,96.192238,0.000373,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131124,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,13:12:18,2022-08-08,gsw light adap,Shane,,rhov,002,001,0.045290,2.914967,0.044597,2.215927,-0.274899,-0.338689,4.649385,4.924284,-3.343668,-2.713904,45.900478,0.441786,PSF-00338_20220808131218,0.000000,0.000000,0.000000,101.511238,151.726181,0.330958,0.5,0.80,243.397507,-6.01,-7.41,31.23,31.53,101.29,155.9,144.1,7.6,1839,3.869,13:10:52,2022-08-08,5.29,0.001,0.002,-9999.000,-1.454,-1.366,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,142.418152,25,-10.226775,138.611557,141.486160,-2.874603,2.468016,2.470011,1.648938,0.810477,0.213085,0.005024,0.247457,1.767987,101.511238,0.000379,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131218,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,13:12:29,2022-08-08,gsw light adap,Shane,,rhov,002,002,0.048608,2.916746,0.047811,2.419706,-0.258630,-0.328179,4.754096,5.012725,-3.239851,-2.553244,46.933403,0.441786,PSF-00338_20220808131229,0.000000,0.000000,0.000000,88.111641,158.808243,0.445170,0.5,0.80,344.126770,-5.67,-7.19,31.20,31.92,101.29,156.1,144.6,7.4,1933,3.869,13:10:52,2022-08-08,5.29,-0.000,0.001,-9999.000,0.149,-1.011,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,150.475143,25,-7.994195,149.571777,150.803696,-1.231918,2.468696,2.471471,1.650795,0.811294,0.213364,0.010122,0.248373,1.852879,88.111641,0.000376,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131229,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
12,13:12:36,2022-08-08,gsw light adap,Shane,,rhov,002,003,0.046726,2.915182,0.045988,2.307476,-0.243521,-0.309917,4.726574,4.970095,-3.059507,-2.404039,46.660789,0.441786,PSF-00338_20220808131236,0.000000,0.000000,0.000000,86.164001,177.651596,0.514983,0.5,0.80,400.519135,-5.34,-6.80,31.18,31.82,101.30,155.9,144.6,7.2,1944,3.812,13:10:52,2022-08-08,5.29,-0.000,-0.001,-9999.000,0.368,1.489,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,169.873230,25,-7.455554,169.835327,170.186386,-0.351059,2.469899,2.472786,1.649162,0.811373,0.213517,0.009111,0.248909,1.863513,86.164001,0.000369,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131236,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
13,13:12:55,2022-08-08,gsw light adap,Shane,,rhov,003,001,0.017111,2.917879,0.017012,0.828529,-0.303465,-0.327266,4.526659,4.830124,-3.231119,-2.996124,44.691959,0.441786,PSF-00338_20220808131255,0.000000,0.000000,0.000000,136.144287,224.834610,0.394469,0.5,0.80,20.346807,-6.68,-7.20,31.12,31.06,101.29,156.2,153.6,1.7,129,3.868,13:10:52,2022-08-08,5.29,0.000,0.001,-9999.000,0.569,0.179,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,209.875702,25,-17.232841,203.004242,207.579437,-4.575195,2.468675,2.467045,1.651981,0.827250,0.213975,0.000681,0.250442,0.223590,136.144287,0.000372,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131255,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
14,13:13:13,2022-08-08,gsw light adap,Shane,,rhov,003,002,0.014587,2.917754,0.014514,0.674564,-0.298975,-0.318355,4.315133,4.614108,-3.143044,-2.951707,42.602295,0.441786,PSF-00338_20220808131313,0.000000,0.000000,0.000000,145.635361,256.923340,0.433156,0.5,0.80,18.026287,-6.60,-7.03,31.07,30.22,101.29,156.2,154.1,1.4,104,3.869,13:10:52,2022-08-08,5.29,0.000,0.001,0.002,0.829,3.736,12.753,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,246.810791,25,-10.564820,243.832825,246.344833,-2.512009,2.469215,2.467435,1.651851,0.828120,0.214455,-0.008547,0.251851,0.201088,145.635361,0.000370,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131313,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
15,13:13:24,2022-08-08,gsw light adap,Shane,,rhov,003,003,0.013677,2.914921,0.013613,0.683028,-0.294226,-0.313891,4.677715,4.971941,-3.099065,-2.904905,46.183350,0.441786,PSF-00338_20220808131324,0.000000,0.000000,0.000000,157.351257,257.723755,0.389458,0.5,0.80,16.521078,-6.51,-6.94,31.04,31.64,101.29,155.9,153.4,1.6,106,3.868,13:10:52,2022-08-08,5.29,0.000,0.001,-9999.000,-1.903,-1.814,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,245.110626,25,-15.159997,238.409042,242.544113,-4.135071,2.469483,2.467882,1.648890,0.826896,0.214716,0.008610,0.252689,0.202905,157.351257,0.000372,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131324,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
16,13:19:18,2022-08-08,gsw light adap,Shane,,rhov,004,001,0.014329,2.915811,0.014259,0.661295,-0.272856,-0.291882,4.331352,4.604208,-2.881274,-2.693463,42.756401,0.441786,PSF-00338_20220808131918,0.000000,0.000000,0.000000,142.713196,169.263458,0.156858,0.5,0.80,8.133996,-6.13,-6.56,30.75,30.29,101.30,156.0,153.9,1.3,130,3.861,13:19:05,2022-08-08,5.86,0.000,0.001,-9999.000,-6.083,-2.742,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,162.071945,25,-11.835273,153.244965,157.412857,-4.167892,2.470663,2.467128,1.649817,0.827807,0.217120,-0.004057,0.281178,0.224213,142.713196,0.000375,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131918,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
17,13:19:34,2022-08-08,gsw light adap,Shane,,rhov,004,002,0.008532,2.917337,0.008507,0.456231,-0.285795,-0.298906,5.019605,5.305400,-2.950814,-2.821381,49.553833,0.441786,PSF-00338_20220808131934,0.000000,0.000000,0.000000,150.936127,179.303162,0.158207,0.5,0.80,7.854684,-6.42,-6.72,30.76,32.89,101.30,156.2,153.4,1.8,124,3.861,13:19:05,2022-08-08,5.86,-0.000,-0.000,0.000,-0.854,0.444,29.468,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,179.303162,25,2.520475,180.480484,181.826904,-1.346420,2.470198,2.465727,1.651414,0.826967,0.217077,0.026977,0.282257,0.219227,150.936127,0.000373,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131934,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
18,13:19:52,2022-08-08,gsw light adap,Shane,,rhov,004,003,0.014132,2.916878,0.014063,0.693072,-0.267254,-0.287175,4.617668,4.884921,-2.834956,-2.638297,45.585094,0.441786,PSF-00338_20220808131952,0.000000,0.000000,0.000000,106.387856,179.126129,0.406073,0.5,0.80,15.415937,-6.00,-6.45,30.77,31.41,101.30,156.1,147.2,5.7,95,3.860,13:19:05,2022-08-08,5.86,-0.000,-0.001,0.000,-8.240,-4.157,7.940,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,175.612808,25,-3.244856,174.932602,175.877075,-0.944473,2.470993,2.467737,1.650934,0.816019,0.216964,0.009035,0.283516,0.192839,106.387856,0.000382,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808131952,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
19,13:20:22,2022-08-08,gsw light adap,Shane,,rhov,005,001,0.115766,2.915765,0.111346,4.804872,-0.158468,-0.296550,4.127234,4.285702,-2.927474,-1.564356,40.743088,0.441786,PSF-00338_20220808132022,0.000000,0.000000,0.000000,83.149910,139.447235,0.403718,0.5,0.80,300.760742,-3.56,-6.66,30.77,29.45,101.30,156.0,150.9,3.3,1862,3.858,13:19:05,2022-08-08,5.86,0.001,0.002,0.010,-0.545,0.546,-6.621,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,124.178406,25,-17.402792,116.020920,122.021896,-6.000977,2.470363,2.477388,1.649770,0.822406,0.217016,-0.014057,0.285680,1.789541,83.149910,0.000379,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808132022,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
20,13:20:52,2022-08-08,gsw light adap,Shane,,rhov,005,002,0.078898,2.914609,0.076818,3.552439,-0.176746,-0.278941,4.409647,4.586393,-2.753801,-1.744895,43.533478,0.441786,PSF-00338_20220808132052,0.000000,0.000000,0.000000,130.760910,182.151993,0.282133,0.5,0.80,17.346931,-3.97,-6.27,30.75,30.60,101.29,155.8,151.9,2.5,154,3.859,13:19:05,2022-08-08,5.86,0.000,0.002,0.008,0.683,3.076,37.472,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,171.438568,25,-13.766956,164.126160,168.367203,-4.241043,2.471517,2.475931,1.648564,0.824217,0.217124,-0.000354,0.287770,0.245959,130.760910,0.000377,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808132052,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
21,13:21:17,2022-08-08,gsw light adap,Shane,,rhov,005,003,0.116800,2.915958,0.112302,4.991190,-0.125108,-0.268475,4.284583,4.409691,-2.650345,-1.235049,42.296818,0.441786,PSF-00338_20220808132117,0.000000,0.000000,0.000000,151.981827,241.835403,0.371548,0.5,0.80,18.318888,-2.81,-6.04,30.74,30.10,101.30,156.0,153.6,1.5,123,3.801,13:19:05,2022-08-08,5.86,0.001,0.001,-9999.000,-0.016,1.505,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,223.275665,25,-25.514931,208.829285,216.287415,-7.458130,2.472188,2.479898,1.649972,0.827284,0.217223,-0.006145,0.289588,0.218450,151.981827,0.000372,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808132117,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
22,13:21:44,2022-08-08,gsw light adap,Shane,,rhov,006,001,0.072088,2.915998,0.070348,3.138448,-0.185348,-0.275545,4.243252,4.428599,-2.720194,-1.829758,41.889526,0.441786,PSF-00338_20220808132144,0.000000,0.000000,0.000000,115.800980,222.695206,0.480002,0.5,0.80,30.599426,-4.17,-6.20,30.74,29.93,101.30,156.0,152.8,2.1,159,3.858,13:19:05,2022-08-08,5.86,0.001,0.002,-9999.000,0.018,-0.388,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,206.731079,25,-17.533737,200.557358,205.138748,-4.581390,2.471727,2.475220,1.650012,0.825801,0.217236,-0.008111,0.291507,0.251071,115.800980,0.000376,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808132144,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
23,13:22:04,2022-08-08,gsw light adap,Shane,,rhov,006,002,0.065793,2.917886,0.064342,2.928754,-0.191494,-0.275544,4.325227,4.516720,-2.720214,-1.890456,42.699310,0.441786,PSF-00338_20220808132204,0.000000,0.000000,0.000000,106.615662,163.348434,0.347311,0.5,0.80,18.736580,-4.31,-6.20,30.73,30.26,101.29,156.2,153.3,1.9,135,3.858,13:19:05,2022-08-08,5.86,0.002,0.004,-9999.000,10.587,1.871,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,156.225449,25,-7.071074,154.735916,156.268204,-1.532288,2.471723,2.474707,1.651989,0.826803,0.217278,-0.004130,0.292879,0.228937,106.615662,0.000372,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808132204,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
24,13:22:21,2022-08-08,gsw light adap,Shane,,rhov,006,003,0.053522,2.917499,0.052557,2.186275,-0.205777,-0.268547,3.930372,4.136149,-2.651159,-2.031480,38.801529,0.441786,PSF-00338_20220808132221,0.000000,0.000000,0.000000,100.497726,222.529037,0.548384,0.5,0.80,39.537197,-4.63,-6.05,30.73,28.60,101.29,156.2,151.4,3.1,180,3.856,13:19:05,2022-08-08,5.86,0.000,0.001,0.007,-1.914,-4.153,11.068,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,208.433029,25,-15.174855,204.435822,207.334518,-2.898697,2.472171,2.473487,1.651583,0.823314,0.217345,-0.023425,0.293998,0.269926,100.497726,0.000382,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808132221,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
25,13:23:07,2022-08-08,gsw light adap,Shane,,rhov,007,001,0.038304,2.916763,0.037808,1.562848,-0.209628,-0.254528,3.901440,4.111068,-2.512645,-2.069397,38.514095,0.441786,PSF-00338_20220808132307,0.000000,0.000000,0.000000,74.208496,234.377533,0.683380,0.5,0.80,22.842083,-4.72,-5.74,30.71,28.48,101.30,156.1,144.8,7.2,84,3.798,13:19:05,2022-08-08,5.86,0.000,0.002,-9999.000,0.789,1.296,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,213.655121,25,-22.377804,208.513138,211.970734,-3.457596,2.473056,2.473139,1.650813,0.811708,0.217494,-0.024692,0.297354,0.182589,74.208496,0.000385,2.489580,-0.000071,1.000000,2.504931,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220808132307,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
