SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
5,10:57:28,2022-08-11,gsw light adap,Shane,,rhov,001,005,0.058434,2.915725,0.057286,1.105777,1.565120,1.533805,3.476460,1.911340,15.105430,15.413825,34.237343,0.441786,PSF-00338_20220811105728,0.000000,0.000000,0.000000,83.089111,127.144745,0.346500,0.5,0.80,126.657814,58.76,57.59,22.06,26.51,101.54,156.0,155.5,0.3,914,3.583,10:54:13,2022-08-11,7.15,-0.002,-0.005,-9999.000,-0.760,-1.113,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,124.511002,25,-2.648634,123.381256,124.492676,-1.111420,2.508517,2.505398,1.649728,0.830705,0.306729,0.051678,0.178940,0.932617,83.089111,0.000366,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811105728,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
6,10:57:54,2022-08-11,gsw light adap,Shane,,rhov,001,006,0.034798,2.916830,0.034388,0.664968,1.553131,1.534313,3.468240,1.915108,15.109313,15.294630,34.153862,0.441786,PSF-00338_20220811105754,0.000000,0.000000,0.000000,90.136887,114.678169,0.214001,0.5,0.80,150.852203,57.68,56.98,22.24,26.47,101.55,156.1,155.6,0.3,1762,3.582,10:54:13,2022-08-11,7.15,-0.001,-0.001,-9999.000,-0.843,-1.173,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,103.355530,25,-11.539020,99.222778,103.124199,-3.901421,2.507630,2.503846,1.650883,0.830811,0.304526,0.049199,0.182467,1.699058,90.136887,0.000367,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811105754,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
7,10:58:10,2022-08-11,gsw light adap,Shane,,rhov,001,007,0.148756,2.917225,0.141539,2.668986,1.616342,1.540892,3.482880,1.866538,15.176115,15.919222,34.302601,0.441786,PSF-00338_20220811105810,0.000000,0.000000,0.000000,93.685623,121.876335,0.231306,0.5,0.80,166.095200,59.63,56.84,22.35,26.54,101.53,156.1,154.2,1.3,1795,3.583,10:54:13,2022-08-11,7.15,0.002,0.004,0.012,-0.891,-1.110,-2.901,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,120.585320,25,-1.186871,120.357155,120.687927,-0.330772,2.507416,2.506503,1.651296,0.828368,0.303205,0.048809,0.184524,1.728786,93.685623,0.000367,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811105810,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
8,10:58:56,2022-08-11,gsw light adap,Shane,,rhov,001,008,0.200500,2.914995,0.187597,2.471367,1.681711,1.611771,2.988523,1.306812,15.874395,16.563236,29.434074,0.441786,PSF-00338_20220811105856,0.000000,0.000000,0.000000,100.075722,219.416504,0.543901,0.5,0.80,65.046051,61.12,58.58,22.59,23.96,101.53,155.9,155.2,0.4,299,3.582,10:54:13,2022-08-11,7.15,-0.000,0.002,0.010,0.568,1.142,2.201,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,219.416504,25,1.309458,218.778854,220.727661,-1.948807,2.509711,2.508479,1.648966,0.830242,0.300253,0.016806,0.190273,0.377186,100.075722,0.000372,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811105856,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
9,10:59:52,2022-08-11,gsw light adap,Shane,,rhov,001,009,0.296437,2.916351,0.269085,2.689619,1.818291,1.742357,2.810054,0.991763,17.159990,17.907843,27.675440,0.441786,PSF-00338_20220811105952,0.000000,0.000000,0.000000,98.175644,424.502502,0.768728,0.5,0.80,34.505981,64.97,62.25,22.88,22.94,101.54,156.0,154.8,0.8,112,3.581,10:54:13,2022-08-11,7.15,0.001,0.003,0.011,-0.137,-0.363,-0.549,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,424.502502,25,7.358969,426.420105,431.871002,-5.450897,2.514600,2.513617,1.650382,0.829453,0.296876,0.002316,0.196910,0.208475,98.175644,0.000382,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811105952,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,11:00:17,2022-08-11,gsw light adap,Shane,,rhov,001,010,0.194454,2.916565,0.182299,2.055616,1.816810,1.758778,2.935065,1.118255,17.319887,17.891367,28.903582,0.441786,PSF-00338_20220811110017,0.000000,0.000000,0.000000,113.180634,432.402863,0.738252,0.5,0.80,31.224009,64.37,62.32,23.02,23.66,101.55,156.1,154.0,1.3,106,3.581,10:54:13,2022-08-11,7.15,-0.002,-0.004,-0.011,-0.289,-0.427,-1.499,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,432.402863,25,5.282410,429.947021,437.692108,-7.745087,2.514640,2.512767,1.650606,0.828084,0.295235,0.008775,0.199714,0.202620,113.180634,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811110017,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
1,12:43:11,2022-08-11,gsw light adap,Shane,,rhov,001,001,0.220229,2.915330,0.204761,7.360570,2.363089,2.156248,5.865201,3.502112,21.235823,23.272892,57.763462,0.441786,PSF-00338_20220811124311,0.000000,0.000000,0.000000,104.658005,152.530457,0.313855,0.5,0.80,207.001251,33.93,30.96,38.84,35.68,101.54,155.9,151.5,2.8,1649,3.586,12:42:55,2022-08-11,7.28,0.004,0.003,0.014,-1.084,-1.907,-4.883,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,149.901154,25,-2.388600,150.192612,150.138763,0.053848,2.466983,2.465944,1.649316,0.823594,0.158568,-0.038059,0.040519,1.596600,104.658005,0.000386,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124311,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
2,12:43:38,2022-08-11,gsw light adap,Shane,,rhov,001,002,0.250463,2.917523,0.230661,8.090129,2.210167,1.982854,5.634124,3.423957,19.527039,21.765608,55.484554,0.441786,PSF-00338_20220811124338,0.000000,0.000000,0.000000,84.686996,178.993546,0.526871,0.5,0.80,267.045776,31.88,28.60,38.75,34.95,101.54,156.2,153.3,1.9,1267,3.584,12:42:55,2022-08-11,7.28,0.001,0.004,0.012,0.296,0.275,-0.803,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,153.978470,25,-27.600779,143.442398,151.357010,-7.914612,2.463592,2.462929,1.651609,0.826742,0.159105,-0.045948,0.043309,1.251764,84.686996,0.000388,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124338,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
3,12:44:01,2022-08-11,gsw light adap,Shane,,rhov,001,003,0.195782,2.916998,0.183468,7.990544,2.068614,1.843685,6.308723,4.240109,18.156473,20.371553,62.127827,0.441786,PSF-00338_20220811124401,0.000000,0.000000,0.000000,88.365913,144.815536,0.389804,0.5,0.80,242.850800,30.05,26.78,38.62,37.01,101.54,156.1,143.8,7.9,1558,3.584,12:42:55,2022-08-11,7.28,-0.001,0.002,-9999.000,-1.509,-3.229,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,131.761902,25,-14.209014,126.239059,130.588104,-4.349045,2.460940,2.460188,1.651059,0.809921,0.159894,-0.018656,0.045860,1.514087,88.365913,0.000388,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124401,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
4,12:47:06,2022-08-11,gsw light adap,Shane,,rhov,002,001,0.100511,2.916818,0.097163,4.446702,1.727020,1.601401,6.192979,4.465959,15.770592,17.007683,60.988430,0.441786,PSF-00338_20220811124706,0.000000,0.000000,0.000000,77.358124,104.736977,0.261406,0.5,0.80,197.194260,25.49,23.63,38.33,36.67,101.54,156.1,149.9,4.0,1886,3.581,12:42:55,2022-08-11,7.28,0.002,0.001,0.011,0.200,-0.139,0.835,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,100.258827,25,-4.323069,99.349022,100.408302,-1.059280,2.456282,2.453161,1.650870,0.820677,0.161710,-0.019179,0.068888,1.810731,77.358124,0.000385,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124706,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
5,12:47:21,2022-08-11,gsw light adap,Shane,,rhov,002,002,0.141017,2.916785,0.134514,5.666104,1.723664,1.563589,5.841599,4.117936,15.398335,16.974762,57.528477,0.441786,PSF-00338_20220811124721,0.000000,0.000000,0.000000,84.079384,129.282166,0.349644,0.5,0.80,239.387543,25.50,23.13,38.28,35.61,101.54,156.1,149.8,4.0,1712,3.519,12:42:55,2022-08-11,7.28,-0.000,0.000,0.014,-0.940,-3.023,-7.980,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,119.253159,25,-10.896363,115.101456,118.371681,-3.270226,2.455524,2.453184,1.650836,0.820590,0.161982,-0.031901,0.070538,1.653321,84.079384,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124721,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
6,12:47:40,2022-08-11,gsw light adap,Shane,,rhov,002,003,0.154592,2.914611,0.146805,6.166416,1.724204,1.549703,5.830635,4.106431,15.261992,16.980539,57.422047,0.441786,PSF-00338_20220811124740,0.000000,0.000000,0.000000,145.349258,261.432922,0.444028,0.5,0.80,249.124268,25.60,23.01,38.21,35.57,101.54,155.8,138.3,11.2,1403,3.582,12:42:55,2022-08-11,7.28,-0.000,0.000,0.006,-1.281,-1.792,-7.092,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,245.859146,25,-15.774792,241.587646,245.637695,-4.050049,2.455351,2.453355,1.648566,0.800464,0.162406,-0.031461,0.072817,1.374174,145.349258,0.000383,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124740,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
7,12:48:06,2022-08-11,gsw light adap,Shane,,rhov,003,001,0.315881,2.917938,0.285026,12.588309,1.862720,1.507890,6.170173,4.307452,14.849293,18.343567,60.762192,0.441786,PSF-00338_20220811124806,0.000000,0.000000,0.000000,104.756714,151.304474,0.307643,0.5,0.80,236.015671,27.89,22.58,38.06,36.60,101.55,156.2,141.3,9.5,1918,3.581,12:42:55,2022-08-11,7.28,0.002,-0.003,0.014,-0.631,-1.616,-4.497,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,142.756821,25,-9.095627,139.777786,142.197067,-2.419281,2.454714,2.456965,1.652044,0.805686,0.163369,-0.016659,0.075767,1.839668,104.756714,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124806,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
8,12:48:32,2022-08-11,gsw light adap,Shane,,rhov,003,002,0.332297,2.916829,0.298312,11.945632,1.878988,1.542065,5.791358,3.912371,15.187263,18.505495,57.037067,0.441786,PSF-00338_20220811124832,0.000000,0.000000,0.000000,132.635590,174.226730,0.238718,0.5,0.80,187.856140,28.42,23.33,37.87,35.45,101.54,156.1,129.6,16.9,1967,3.580,12:42:55,2022-08-11,7.28,-0.000,0.003,-9999.000,-1.524,-2.846,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,167.393799,25,-7.204806,164.804581,167.012589,-2.208008,2.455889,2.457820,1.650881,0.785727,0.164561,-0.028640,0.078804,1.884298,132.635590,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124832,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
9,12:49:42,2022-08-11,gsw light adap,Shane,,rhov,003,003,0.241512,2.915454,0.223036,10.038674,1.791606,1.507943,6.181797,4.390191,14.852706,17.646685,60.888512,0.441786,PSF-00338_20220811124942,0.000000,0.000000,0.000000,82.364914,121.160271,0.320199,0.5,0.80,36.061474,27.93,23.51,37.32,36.64,101.53,155.9,138.3,11.3,282,3.581,12:42:55,2022-08-11,7.28,0.000,0.002,-9999.000,-1.609,-3.017,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,117.833015,25,-3.867081,118.991020,117.288177,1.702843,2.456258,2.457142,1.649445,0.800352,0.168112,-0.006857,0.086794,0.361446,82.364914,0.000386,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811124942,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,12:50:01,2022-08-11,gsw light adap,Shane,,rhov,004,001,0.283850,2.914459,0.258658,10.602400,1.748342,1.448386,5.756097,4.007755,14.266124,17.220587,56.695652,0.441786,PSF-00338_20220811125001,0.000000,0.000000,0.000000,81.973312,107.131386,0.234834,0.5,0.80,173.247513,27.46,22.75,37.18,35.34,101.53,155.8,152.2,2.3,1844,3.517,12:42:55,2022-08-11,7.28,0.002,0.004,0.013,-0.025,-0.279,-0.396,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,105.188370,25,-1.760803,104.940178,105.368301,-0.428123,2.455127,2.456439,1.648408,0.824876,0.169024,-0.021266,0.088755,1.773207,81.973312,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811125001,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,12:50:17,2022-08-11,gsw light adap,Shane,,rhov,004,002,0.318440,2.915757,0.287086,11.192516,1.763311,1.447034,5.578326,3.815015,14.252945,17.368204,54.945210,0.441786,PSF-00338_20220811125017,0.000000,0.000000,0.000000,35.652637,48.900604,0.270916,0.5,0.80,33.016232,27.88,22.88,37.06,34.77,101.53,156.0,152.0,2.6,305,3.580,12:42:55,2022-08-11,7.28,-0.001,0.001,0.010,-4.116,-3.985,-2.215,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,48.900604,25,-1.564849,49.006462,47.333729,1.672733,2.455344,2.457108,1.649761,0.824384,0.169809,-0.026754,0.090439,0.382328,35.652637,0.000385,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220811125017,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
