SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:13:29,2022-08-15,gsw light adap,Shane,,rhov,004,003,0.181844,2.916394,0.171171,3.860987,1.416187,1.307318,3.637659,2.221472,12.942113,14.019879,36.011875,0.441786,PSF-00338_20220815121329,0.000000,0.000000,0.000000,79.326157,97.269371,0.184469,0.5,0.80,142.918304,51.76,47.79,22.50,27.28,101.01,156.0,154.4,1.1,1937,4.027,12:10:34,2022-08-15,6.88,-0.001,0.002,0.014,-0.712,-1.379,-4.092,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,95.960495,25,-1.283455,95.578911,95.984253,-0.405342,2.494850,2.495900,1.650427,0.828725,0.301369,0.055706,0.075081,1.856786,79.326157,0.000363,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121329,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,12:13:47,2022-08-15,gsw light adap,Shane,,rhov,005,001,0.721859,2.917980,0.578699,8.255856,1.566690,1.334523,2.975477,1.408787,13.210382,15.508594,29.454113,0.441786,PSF-00338_20220815121347,0.000000,0.000000,0.000000,101.666451,237.757019,0.572394,0.5,0.80,263.438049,56.72,48.31,22.66,23.89,101.02,156.2,153.4,1.8,1151,4.026,12:10:34,2022-08-15,6.88,-0.001,0.001,0.021,-0.201,-0.155,0.631,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,229.757309,25,-7.676582,228.979462,230.070496,-1.091034,2.495545,2.502768,1.652088,0.827022,0.299470,0.015267,0.077303,1.146495,101.666451,0.000365,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121347,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,12:14:15,2022-08-15,gsw light adap,Shane,,rhov,006,001,0.163880,2.914462,0.155156,3.360569,1.429608,1.334699,3.563839,2.134232,13.210529,14.149909,35.274014,0.441786,PSF-00338_20220815121415,0.000000,0.000000,0.000000,107.022644,176.056610,0.392112,0.5,0.80,246.395630,50.96,47.58,22.91,26.93,101.03,155.8,154.9,0.6,1571,4.027,12:10:34,2022-08-15,6.88,0.001,0.002,0.011,-1.256,-1.741,-2.420,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,168.249969,25,-8.432539,165.378571,167.613144,-2.234573,2.494444,2.494655,1.648411,0.829696,0.296429,0.046996,0.080982,1.526220,107.022644,0.000372,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121415,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
12,12:14:29,2022-08-15,gsw light adap,Shane,,rhov,006,002,0.179152,2.915239,0.168780,3.871264,1.461204,1.351975,3.719138,2.257935,13.381687,14.462817,36.811581,0.441786,PSF-00338_20220815121429,0.000000,0.000000,0.000000,87.055565,142.425278,0.388763,0.5,0.80,271.478729,51.68,47.82,23.05,27.65,101.03,155.9,154.5,0.9,1746,4.026,12:10:34,2022-08-15,6.88,0.001,0.001,0.014,-0.366,-0.764,0.833,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,141.402130,25,-1.686508,141.076691,140.736588,0.340103,2.494737,2.495627,1.649221,0.828959,0.294882,0.054006,0.082767,1.684156,87.055565,0.000368,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121429,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
13,12:15:18,2022-08-15,gsw light adap,Shane,,rhov,008,001,0.270776,2.913696,0.247752,4.935781,1.469967,1.330553,3.433815,1.963848,13.170234,14.550200,33.988998,0.441786,PSF-00338_20220815121518,0.000000,0.000000,0.000000,103.985664,122.073105,0.148169,0.5,0.80,106.466064,50.67,45.86,23.47,26.30,101.03,155.7,140.3,9.9,1796,4.025,12:10:34,2022-08-15,6.88,0.000,0.004,0.012,-0.438,-1.315,-2.887,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,122.024773,25,0.021360,121.553062,122.094490,-0.541428,2.491878,2.494086,1.647615,0.803831,0.289904,0.033454,0.089025,1.729846,103.985664,0.000372,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121518,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
14,12:15:53,2022-08-15,gsw light adap,Shane,,rhov,009,001,0.309428,2.914096,0.279726,6.177229,1.545897,1.371579,3.719096,2.173199,13.574309,15.299511,36.807339,0.441786,PSF-00338_20220815121553,0.000000,0.000000,0.000000,73.490379,104.406548,0.296113,0.5,0.80,216.774628,52.37,46.46,23.76,27.65,101.04,155.8,154.7,0.7,1830,4.023,12:10:34,2022-08-15,6.88,0.003,0.001,0.013,-0.158,-0.178,-0.793,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,100.881454,25,-3.345155,100.343941,101.057060,-0.713120,2.492640,2.496396,1.648031,0.829304,0.286583,0.045933,0.093300,1.760382,73.490379,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121553,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
15,12:16:11,2022-08-15,gsw light adap,Shane,,rhov,009,002,0.335901,2.914208,0.301186,5.644675,1.513381,1.354048,3.361440,1.848059,13.400415,14.977261,33.266685,0.441786,PSF-00338_20220815121611,0.000000,0.000000,0.000000,81.408264,127.723747,0.362622,0.5,0.80,158.308151,50.84,45.49,23.90,25.94,101.05,155.8,152.7,2.0,1091,4.023,12:10:34,2022-08-15,6.88,0.002,0.003,0.013,-0.612,-1.012,-2.386,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,122.727158,25,-5.062310,121.361015,122.654877,-1.293861,2.491229,2.494209,1.648148,0.825622,0.284992,0.024519,0.095427,1.093029,81.408264,0.000371,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121611,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
16,12:16:31,2022-08-15,gsw light adap,Shane,,rhov,009,003,0.181257,2.914236,0.170643,3.632800,1.466633,1.364049,3.564107,2.097474,13.500092,14.515371,35.274220,0.441786,PSF-00338_20220815121631,0.000000,0.000000,0.000000,92.992188,165.447113,0.437934,0.5,0.80,60.553528,48.85,45.44,24.04,26.93,101.04,155.8,154.7,0.7,346,4.022,12:10:34,2022-08-15,6.88,0.000,0.002,0.011,-2.133,-2.990,-0.372,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,118.345856,25,-45.481846,83.826187,119.906334,-36.080147,2.491118,2.491364,1.648177,0.829242,0.283389,0.034327,0.097856,0.419370,92.992188,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121631,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
17,12:18:41,2022-08-15,gsw light adap,Shane,,rhov,010,001,0.072980,2.916169,0.071198,1.664616,1.483525,1.436595,3.784425,2.300900,14.217062,14.681498,37.452038,0.441786,PSF-00338_20220815121841,0.000000,0.000000,0.000000,92.339516,123.808121,0.254172,0.5,0.80,172.955658,45.95,44.49,25.26,27.95,101.05,156.0,154.9,0.7,1701,4.019,12:10:34,2022-08-15,6.88,-0.001,-0.002,-0.000,-1.446,-3.553,-11.758,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,120.408295,25,-3.338654,119.944450,120.465141,-0.520691,2.489455,2.486904,1.650192,0.829700,0.269947,0.032391,0.113683,1.643849,92.339516,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121841,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
18,12:18:58,2022-08-15,gsw light adap,Shane,,rhov,010,002,0.066392,2.918299,0.064915,1.507217,1.456430,1.413995,3.742345,2.285915,13.992710,14.412641,37.033764,0.441786,PSF-00338_20220815121858,0.000000,0.000000,0.000000,120.509506,181.409073,0.335703,0.5,0.80,237.877365,44.74,43.44,25.40,27.76,101.05,156.3,154.8,0.9,1771,4.019,12:10:34,2022-08-15,6.88,0.001,0.002,0.016,-0.953,-1.659,-1.860,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,175.464752,25,-5.622312,174.867874,175.779480,-0.911606,2.487926,2.485135,1.652423,0.829478,0.268465,0.028588,0.115490,1.707374,120.509506,0.000371,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121858,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
19,12:19:13,2022-08-15,gsw light adap,Shane,,rhov,010,003,0.025405,2.912902,0.025186,0.602122,1.432979,1.415952,3.786334,2.353355,14.012872,14.181383,37.471207,0.441786,PSF-00338_20220815121913,0.000000,0.000000,0.000000,62.896011,90.598724,0.305774,0.5,0.80,191.019394,43.71,43.19,25.51,27.96,101.05,155.6,128.2,17.7,1562,4.019,12:10:34,2022-08-15,6.88,0.001,0.002,-9999.000,-0.345,-0.578,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,86.185814,25,-4.973155,84.039330,85.619125,-1.579796,2.487546,2.483620,1.646791,0.783221,0.267198,0.029561,0.117231,1.517927,62.896011,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121913,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
20,12:19:28,2022-08-15,gsw light adap,Shane,,rhov,011,001,0.124068,2.914492,0.119002,2.034961,1.487695,1.430250,3.175797,1.688101,14.153916,14.722405,31.428051,0.441786,PSF-00338_20220815121928,0.000000,0.000000,0.000000,90.917229,243.315887,0.626341,0.5,0.80,30.501331,45.10,43.36,25.62,24.98,101.05,155.8,153.7,1.4,122,4.019,12:10:34,2022-08-15,6.88,0.000,-0.002,0.010,0.016,-0.022,0.044,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,226.771835,25,-19.493282,219.073181,223.797348,-4.724167,2.487763,2.485604,1.648442,0.827481,0.266113,-0.005684,0.118875,0.217080,90.917229,0.000391,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121928,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
21,12:19:46,2022-08-15,gsw light adap,Shane,,rhov,011,002,0.166370,2.913425,0.157383,2.637595,1.524056,1.449568,3.178051,1.653995,14.345978,15.083165,31.452305,0.441786,PSF-00338_20220815121946,0.000000,0.000000,0.000000,100.185516,297.760406,0.663536,0.5,0.80,39.577160,45.92,43.68,25.72,24.99,101.04,155.7,154.8,0.6,149,4.018,12:10:34,2022-08-15,6.88,-0.002,-0.001,0.011,0.046,0.112,0.108,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,289.952881,25,-11.686682,283.846741,286.058594,-2.211853,2.488175,2.486746,1.647334,0.829416,0.265002,-0.006740,0.120811,0.241805,100.185516,0.000379,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815121946,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
22,12:20:02,2022-08-15,gsw light adap,Shane,,rhov,011,003,0.162159,2.915164,0.153614,3.752264,1.538461,1.432649,3.939806,2.401344,14.177907,15.225056,38.989452,0.441786,PSF-00338_20220815122002,0.000000,0.000000,0.000000,108.986374,135.460541,0.195438,0.5,0.80,159.568359,46.10,42.93,25.82,28.64,101.05,155.9,154.3,1.0,2041,4.018,12:10:34,2022-08-15,6.88,-0.000,-0.000,0.005,-2.082,-4.504,-11.188,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,134.510284,25,-1.062426,134.184479,134.396744,-0.212265,2.487091,2.486973,1.649143,0.828582,0.264008,0.034093,0.122645,1.950984,108.986374,0.000375,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815122002,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
23,12:20:17,2022-08-15,gsw light adap,Shane,,rhov,013,001,0.013710,2.915594,0.013646,0.382199,1.426777,1.415991,4.178472,2.751695,14.013298,14.120043,41.352074,0.441786,PSF-00338_20220815122017,0.000000,0.000000,0.000000,78.895569,91.796638,0.140540,0.5,0.80,108.782059,42.51,42.19,25.91,29.66,101.05,155.9,154.9,0.7,1935,4.018,12:10:34,2022-08-15,6.88,0.002,0.004,-9999.000,0.103,0.011,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,91.796638,25,0.522855,92.004776,92.320168,-0.315392,2.486026,2.481789,1.649591,0.829599,0.263024,0.045021,0.124291,1.855153,78.895569,0.000370,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815122017,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
24,12:20:33,2022-08-15,gsw light adap,Shane,,rhov,013,002,0.008884,2.913973,0.008857,0.274426,1.405220,1.397465,4.445185,3.039965,13.830941,13.907700,43.994740,0.441786,PSF-00338_20220815122033,0.000000,0.000000,0.000000,86.110352,98.244667,0.123511,0.5,0.80,99.892899,41.64,41.41,26.00,30.74,101.04,155.8,154.5,0.8,2022,4.017,12:10:34,2022-08-15,6.88,-0.001,0.001,-9999.000,0.286,0.884,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,98.244667,25,0.504281,98.380920,98.749603,-0.368683,2.484888,2.480490,1.647902,0.828936,0.262035,0.056825,0.126057,1.933621,86.110352,0.000375,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815122033,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
25,12:21:11,2022-08-15,gsw light adap,Shane,,rhov,013,003,0.052415,2.917144,0.051490,1.395355,1.457745,1.418433,4.120073,2.662328,14.039577,14.428690,40.780285,0.441786,PSF-00338_20220815122111,0.000000,0.000000,0.000000,115.107536,150.636017,0.235856,0.5,0.80,144.603058,42.53,41.38,26.27,29.42,101.03,156.1,138.2,11.5,1533,4.017,12:20:49,2022-08-15,7.00,-0.000,0.002,0.003,-1.594,-3.900,-11.056,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,148.559326,25,-1.989262,147.987839,148.644180,-0.656342,2.484781,2.481553,1.651211,0.800211,0.259306,0.038011,0.130431,1.491706,115.107536,0.000374,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220815122111,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
