SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,12:14:32,2022-08-18,gsw light adap,Shane,,rhov,005,001,0.572457,2.915375,0.478500,5.568176,1.345124,1.187416,2.501620,1.156496,11.721029,13.277761,24.693573,0.441786,PSF-00338_20220818121432,0.000000,0.000000,0.000000,87.808014,188.995056,0.535395,0.5,0.80,156.001755,56.21,49.62,20.32,21.04,101.31,155.9,154.5,0.9,728,3.866,12:11:11,2022-08-18,6.97,0.003,0.004,0.013,-0.108,0.045,-0.421,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,183.034653,25,-5.936210,182.135590,183.051147,-0.915558,2.498053,2.502634,1.649362,0.828867,0.328971,0.009524,0.105517,0.765141,87.808014,0.000369,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818121432,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
10,12:14:50,2022-08-18,gsw light adap,Shane,,rhov,006,001,0.066128,2.914129,0.064661,0.959915,1.209166,1.181915,2.684187,1.475021,11.666785,11.935782,26.495836,0.441786,PSF-00338_20220818121450,0.000000,0.000000,0.000000,79.865814,115.339149,0.307557,0.5,0.80,100.481125,50.32,49.18,20.38,22.19,101.31,155.8,155.4,0.3,817,3.866,12:11:11,2022-08-18,6.97,-0.000,-0.003,-0.012,0.314,0.602,1.598,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,113.344429,25,-1.860174,113.195656,113.476562,-0.280907,2.497426,2.494319,1.648065,0.830453,0.328086,0.021424,0.107698,0.844931,79.865814,0.000370,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818121450,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
11,12:15:02,2022-08-18,gsw light adap,Shane,,rhov,006,002,0.054096,2.916277,0.053111,0.763731,1.206979,1.185333,2.636146,1.429168,11.700344,11.914009,26.021233,0.441786,PSF-00338_20220818121502,0.000000,0.000000,0.000000,118.884087,170.821472,0.304045,0.5,0.80,72.904320,50.09,49.19,20.43,21.89,101.31,156.0,155.9,0.1,599,3.865,12:11:11,2022-08-18,6.97,-0.001,-0.002,-9999.000,-1.845,-2.236,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,167.979599,25,-3.270859,166.286942,167.546371,-1.259430,2.497420,2.493978,1.650305,0.831433,0.327493,0.017666,0.109163,0.648619,118.884087,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818121502,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
12,12:15:39,2022-08-18,gsw light adap,Shane,,rhov,009,001,0.246043,2.916172,0.226899,3.442960,1.304565,1.207059,2.810763,1.506197,11.913363,12.875725,27.741508,0.441786,PSF-00338_20220818121539,0.000000,0.000000,0.000000,69.314003,105.303978,0.341772,0.5,0.80,141.041718,53.64,49.63,20.58,22.95,101.32,156.0,142.3,8.8,1032,3.865,12:11:11,2022-08-18,6.97,0.002,0.004,0.014,-0.124,-0.085,0.604,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,102.526543,25,-2.632847,101.972939,102.667717,-0.694778,2.497994,2.498964,1.650194,0.807297,0.325533,0.027709,0.113765,1.039083,69.314003,0.000370,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818121539,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
13,12:15:57,2022-08-18,gsw light adap,Shane,,rhov,009,002,0.236763,2.916310,0.218985,3.224592,1.299595,1.208278,2.761659,1.462063,11.925309,12.826580,27.256662,0.441786,PSF-00338_20220818121557,0.000000,0.000000,0.000000,83.064079,142.515121,0.417156,0.5,0.80,158.801605,53.18,49.44,20.66,22.66,101.32,156.0,154.4,1.1,952,3.864,12:11:11,2022-08-18,6.97,-0.002,-0.000,0.010,0.367,0.745,1.286,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,137.319443,25,-5.338131,135.625000,137.170074,-1.545074,2.497707,2.498293,1.650339,0.828654,0.324514,0.023620,0.115964,0.966813,83.064079,0.000373,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818121557,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
14,12:16:07,2022-08-18,gsw light adap,Shane,,rhov,009,003,0.145489,2.915867,0.138574,2.195141,1.270623,1.208418,2.843080,1.572456,11.926453,12.540384,28.059706,0.441786,PSF-00338_20220818121607,0.000000,0.000000,0.000000,95.260620,137.128571,0.305319,0.5,0.80,132.828186,51.86,49.32,20.70,23.14,101.32,156.0,155.4,0.4,1088,3.863,12:11:11,2022-08-18,6.97,0.001,0.002,-9999.000,-2.865,-2.473,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,132.253998,25,-5.726326,129.413361,131.394821,-1.981461,2.497518,2.496412,1.649876,0.830489,0.323949,0.028481,0.117078,1.089602,95.260620,0.000372,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818121607,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
15,12:19:54,2022-08-18,gsw light adap,Shane,,rhov,010,001,0.008960,2.914751,0.008933,0.182037,1.294100,1.288939,3.311878,2.017778,12.722060,12.773005,32.688847,0.441786,PSF-00338_20220818121954,0.000000,0.000000,0.000000,62.059166,62.401413,0.005485,0.5,0.80,3.832062,47.39,47.20,22.47,25.69,101.32,155.8,137.0,12.1,1747,3.858,12:11:11,2022-08-18,6.97,-0.000,-0.003,-9999.000,0.052,-0.010,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,62.401413,25,0.184346,62.042355,62.585999,-0.543644,2.494043,2.489570,1.648712,0.798263,0.301747,0.037665,0.143916,1.685016,62.059166,0.000365,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818121954,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
16,12:20:14,2022-08-18,gsw light adap,Shane,,rhov,013,001,0.007069,2.914350,0.007052,0.155007,1.299191,1.294795,3.473699,2.174508,12.779481,12.822872,34.285027,0.441786,PSF-00338_20220818122014,0.000000,0.000000,0.000000,43.810127,45.845749,0.044402,0.5,0.80,27.690029,47.15,46.99,22.62,26.49,101.32,155.8,155.0,0.5,1559,3.859,12:11:11,2022-08-18,6.97,-0.001,-0.001,-9999.000,-0.042,0.110,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,45.845749,25,0.636620,45.851112,46.483192,-0.632080,2.493700,2.489181,1.648295,0.829829,0.299946,0.045266,0.146052,1.515487,43.810127,0.000376,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122014,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
17,12:20:30,2022-08-18,gsw light adap,Shane,,rhov,013,002,0.004323,2.917408,0.004316,0.071123,1.286620,1.284607,2.921458,1.634839,12.678523,12.698387,28.833546,0.441786,PSF-00338_20220818122030,0.000000,0.000000,0.000000,59.399128,72.383522,0.179383,0.5,0.80,63.750130,46.38,46.31,22.73,23.59,101.32,156.2,153.0,2.1,888,3.859,12:11:11,2022-08-18,6.97,-0.001,-0.000,-9999.000,0.073,0.415,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,72.383522,25,1.229591,72.541595,73.614708,-1.073112,2.492708,2.488045,1.651488,0.826142,0.298614,0.011075,0.147849,0.909695,59.399128,0.000370,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122030,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
18,12:21:02,2022-08-18,gsw light adap,Shane,,rhov,017,001,0.031802,2.919737,0.031460,0.566340,1.298350,1.282355,3.082830,1.784480,12.656863,12.814730,30.427567,0.441786,PSF-00338_20220818122102,0.000000,0.000000,0.000000,71.923615,79.562187,0.096008,0.5,0.80,45.553352,46.34,45.77,22.90,24.48,101.32,156.5,150.3,3.9,1186,3.856,12:11:11,2022-08-18,6.97,0.001,0.002,-9999.000,0.079,0.119,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,79.562187,25,1.145079,79.740288,80.708748,-0.968460,2.491903,2.487944,1.653935,0.821458,0.296657,0.019274,0.151323,1.178648,71.923615,0.000369,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122102,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
19,12:21:30,2022-08-18,gsw light adap,Shane,,rhov,017,002,0.048834,2.914453,0.048029,0.892814,1.334645,1.309335,3.176020,1.841375,12.923759,13.173575,31.348822,0.441786,PSF-00338_20220818122130,0.000000,0.000000,0.000000,117.780090,170.175354,0.307890,0.5,0.80,128.334793,47.20,46.30,23.05,24.98,101.31,155.8,154.5,0.8,1042,3.857,12:21:22,2022-08-18,7.05,-0.005,-0.001,-9999.000,0.020,-0.942,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,168.747421,25,-1.420901,167.997482,168.752609,-0.755127,2.492613,2.489018,1.648402,0.828996,0.294856,0.023203,0.154330,1.048439,117.780090,0.000371,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122130,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
20,12:21:45,2022-08-18,gsw light adap,Shane,,rhov,017,003,0.063772,2.912249,0.062405,1.163373,1.330257,1.297218,3.176990,1.846734,12.803711,13.129810,31.357319,0.441786,PSF-00338_20220818122145,0.000000,0.000000,0.000000,183.617233,225.955276,0.187374,0.5,0.80,80.929367,46.80,45.64,23.13,24.99,101.32,155.5,142.7,8.3,1080,3.856,12:21:22,2022-08-18,7.05,-0.001,0.001,-9999.000,-0.840,-0.520,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,225.755447,25,-0.423484,224.069946,225.531250,-1.461304,2.491661,2.488434,1.646114,0.807979,0.293874,0.022329,0.155940,1.082527,183.617233,0.000369,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122145,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
21,12:22:09,2022-08-18,gsw light adap,Shane,,rhov,018,001,0.004843,2.916714,0.004835,0.110725,1.329882,1.326749,3.593468,2.263586,13.096995,13.127924,35.472908,0.441786,PSF-00338_20220818122209,0.000000,0.000000,0.000000,69.056511,73.660973,0.062509,0.5,0.80,41.813072,46.45,46.34,23.25,27.07,101.30,156.1,154.9,0.8,1672,3.856,12:21:22,2022-08-18,7.05,-0.001,-0.001,-9999.000,-0.608,-0.633,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,73.660973,25,0.732739,73.604462,74.394661,-0.790199,2.492613,2.487896,1.650762,0.829592,0.292462,0.044840,0.158463,1.617761,69.056511,0.000364,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122209,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
22,12:22:24,2022-08-18,gsw light adap,Shane,,rhov,019,001,0.010841,2.919657,0.010801,0.274049,1.317698,1.309962,3.822393,2.504694,12.932754,13.009133,37.737026,0.441786,PSF-00338_20220818122224,0.000000,0.000000,0.000000,61.748386,75.213074,0.179021,0.5,0.80,38.348347,45.82,45.55,23.33,28.12,101.29,156.4,154.6,1.2,536,3.808,12:21:22,2022-08-18,7.05,0.001,0.002,-9999.000,0.233,0.611,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,75.213074,25,0.452274,75.507759,75.665932,-0.158173,2.491481,2.486970,1.653851,0.829047,0.291600,0.056350,0.160004,0.590873,61.748386,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122224,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
23,12:22:39,2022-08-18,gsw light adap,Shane,,rhov,019,002,-0.003164,2.915561,-0.003168,-0.070672,1.346106,1.348107,3.551291,2.205185,13.309609,13.289854,35.061237,0.441786,PSF-00338_20220818122239,0.000000,0.000000,0.000000,59.366943,70.572495,0.158781,0.5,0.80,33.412415,46.61,46.68,23.39,26.87,101.29,155.9,154.6,0.8,526,3.856,12:21:22,2022-08-18,7.05,0.003,0.000,-9999.000,0.186,0.539,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,70.572495,25,2.286444,71.334244,72.861900,-1.527657,2.493051,2.488092,1.649556,0.829146,0.290792,0.040897,0.161591,0.582335,59.366943,0.000375,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122239,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
24,12:22:50,2022-08-18,gsw light adap,Shane,,rhov,019,003,0.008621,2.914185,0.008596,0.189283,1.335274,1.329908,3.512391,2.177117,13.129023,13.181996,34.674786,0.441786,PSF-00338_20220818122250,0.000000,0.000000,0.000000,71.761963,97.551422,0.264368,0.5,0.80,58.273266,46.13,45.95,23.43,26.68,101.30,155.8,154.7,0.7,551,3.855,12:21:22,2022-08-18,7.05,0.003,0.002,-9999.000,0.173,0.564,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,96.703651,25,-0.695592,96.685410,96.854927,-0.169518,2.492006,2.487390,1.648123,0.829297,0.290347,0.038302,0.162662,0.604905,71.761963,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122250,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
25,12:23:07,2022-08-18,gsw light adap,Shane,,rhov,020,001,0.005964,2.916809,0.005952,0.121116,1.326484,1.323058,3.340264,2.013780,13.062106,13.095936,32.977322,0.441786,PSF-00338_20220818122307,0.000000,0.000000,0.000000,61.783073,71.057083,0.130515,0.5,0.80,21.547487,45.63,45.51,23.51,25.83,101.29,156.1,134.8,13.6,413,3.855,12:21:22,2022-08-18,7.05,0.000,0.000,-9999.000,0.740,0.439,-9999.000,1,150,0.005,2.000000,0,mpf,10000,500,5.000000,2.000000,300,300,300,71.057083,25,1.163653,71.274162,72.222244,-0.948082,2.491370,2.486644,1.650861,0.794506,0.289502,0.027716,0.164382,0.479951,61.783073,0.000377,2.416988,-0.000071,1.000000,2.422773,-0.000075,1.000000,0.602665,0.600994,0.107103,0.000000,PSF-00338_20220818122307,PFA-00366,PSA-00383,PSF-00338,RHS-00157,2.0.0,2022-03-31T18:26:44.181Z
